,2023-06-30
OrdinarySharesNumber,590205277.0
ShareIssued,590205277.0
NetDebt,396046.0
TotalDebt,4152656.0
TangibleBookValue,6587518.0
InvestedCapital,10361219.0
WorkingCapital,1192921.0
NetTangibleAssets,6587518.0
CapitalLeaseObligations,530656.0
CommonStockEquity,6739219.0
TotalCapitalization,6739219.0
TotalEquityGrossMinorityInterest,6847780.0
MinorityInterest,108561.0
StockholdersEquity,6739219.0
GainsLossesNotAffectingRetainedEarnings,6172737.0
OtherEquityAdjustments,6172737.0
RetainedEarnings,-105811649.0
CapitalStock,106378131.0
CommonStock,106378131.0
TotalLiabilitiesNetMinorityInterest,4864606.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,4864606.0
CurrentDebtAndCapitalLeaseObligation,4152656.0
CurrentCapitalLeaseObligation,530656.0
CurrentDebt,3622000.0
OtherCurrentBorrowings,3622000.0
PensionandOtherPostRetirementBenefitPlansCurrent,276118.0
PayablesAndAccruedExpenses,435832.0
Payables,435832.0
OtherPayable,174210.0
AccountsPayable,261622.0
TotalAssets,11712386.0
TotalNonCurrentAssets,5654859.0
OtherNonCurrentAssets,2444481.0
GoodwillAndOtherIntangibleAssets,151701.0
OtherIntangibleAssets,151701.0
NetPPE,3058677.0
GrossPPE,3058677.0
OtherProperties,579151.0
MachineryFurnitureEquipment,2479526.0
CurrentAssets,6057527.0
PrepaidAssets,726064.0
Inventory,1759014.0
Receivables,346495.0
AccountsReceivable,346495.0
CashCashEquivalentsAndShortTermInvestments,3225954.0
CashAndCashEquivalents,3225954.0
CashFinancial,3225954.0
