,2022-12-31
OrdinarySharesNumber,1355744000.0
ShareIssued,1355744000.0
TotalDebt,1083000.0
TangibleBookValue,25329000.0
InvestedCapital,25329000.0
WorkingCapital,24243000.0
NetTangibleAssets,25329000.0
CapitalLeaseObligations,1083000.0
CommonStockEquity,25329000.0
TotalCapitalization,25329000.0
TotalEquityGrossMinorityInterest,25329000.0
StockholdersEquity,25329000.0
GainsLossesNotAffectingRetainedEarnings,-32831000.0
OtherEquityAdjustments,-38445000.0
ForeignCurrencyTranslationAdjustments,5614000.0
RetainedEarnings,-348100000.0
CapitalStock,406260000.0
CommonStock,406260000.0
TotalLiabilitiesNetMinorityInterest,3983000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,713000.0
EmployeeBenefits,7000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,7000.0
LongTermDebtAndCapitalLeaseObligation,706000.0
LongTermCapitalLeaseObligation,706000.0
CurrentLiabilities,3270000.0
CurrentDebtAndCapitalLeaseObligation,377000.0
CurrentCapitalLeaseObligation,377000.0
PensionandOtherPostRetirementBenefitPlansCurrent,410000.0
PayablesAndAccruedExpenses,2483000.0
Payables,2483000.0
OtherPayable,2189000.0
AccountsPayable,294000.0
TotalAssets,29312000.0
TotalNonCurrentAssets,1799000.0
OtherNonCurrentAssets,1000.0
NetPPE,1798000.0
AccumulatedDepreciation,-1709000.0
GrossPPE,3507000.0
OtherProperties,1360000.0
MachineryFurnitureEquipment,1226000.0
LandAndImprovements,921000.0
CurrentAssets,27513000.0
OtherCurrentAssets,2013000.0
PrepaidAssets,89000.0
Receivables,460000.0
OtherReceivables,458000.0
AccountsReceivable,2000.0
CashCashEquivalentsAndShortTermInvestments,24951000.0
CashAndCashEquivalents,24951000.0
CashEquivalents,24350000.0
CashFinancial,601000.0
