,2022-12-31
OrdinarySharesNumber,16065661.0
ShareIssued,16065661.0
NetDebt,1927231.0
TotalDebt,2781693.0
TangibleBookValue,-749574.0
InvestedCapital,2785295.0
WorkingCapital,364837.0
NetTangibleAssets,-749574.0
CapitalLeaseObligations,319439.0
CommonStockEquity,323041.0
TotalCapitalization,1600472.0
TotalEquityGrossMinorityInterest,323041.0
StockholdersEquity,323041.0
RetainedEarnings,-3126959.0
AdditionalPaidInCapital,3447940.0
CapitalStock,2060.0
CommonStock,2060.0
TotalLiabilitiesNetMinorityInterest,5508985.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1494468.0
LongTermDebtAndCapitalLeaseObligation,1494468.0
LongTermCapitalLeaseObligation,217037.0
LongTermDebt,1277431.0
CurrentLiabilities,4014517.0
CurrentDeferredLiabilities,385838.0
CurrentDeferredRevenue,385838.0
CurrentDebtAndCapitalLeaseObligation,1287225.0
CurrentCapitalLeaseObligation,102402.0
CurrentDebt,1184823.0
OtherCurrentBorrowings,1184823.0
PayablesAndAccruedExpenses,2341454.0
CurrentAccruedExpenses,427932.0
InterestPayable,33877.0
Payables,1913522.0
OtherPayable,1019607.0
DuetoRelatedPartiesCurrent,250000.0
TotalTaxPayable,327398.0
IncomeTaxPayable,316456.0
AccountsPayable,316517.0
TotalAssets,5832026.0
TotalNonCurrentAssets,1452672.0
InvestmentsAndAdvances,0.0
LongTermEquityInvestment,0.0
InvestmentsinJointVenturesatCost,0.0
GoodwillAndOtherIntangibleAssets,1072615.0
OtherIntangibleAssets,1072615.0
NetPPE,380057.0
AccumulatedDepreciation,-393002.0
GrossPPE,773059.0
OtherProperties,402821.0
MachineryFurnitureEquipment,370238.0
CurrentAssets,4379354.0
CurrentDeferredAssets,1290336.0
PrepaidAssets,741238.0
Inventory,1033452.0
FinishedGoods,1033452.0
Receivables,779305.0
OtherReceivables,3947.0
TaxesReceivable,1021.0
AccountsReceivable,774337.0
AllowanceForDoubtfulAccountsReceivable,-602897.0
GrossAccountsReceivable,1377234.0
CashCashEquivalentsAndShortTermInvestments,535023.0
CashAndCashEquivalents,535023.0
