,2022-12-31
OrdinarySharesNumber,539868021.0
ShareIssued,539868021.0
NetDebt,11896881.0
TotalDebt,13575629.0
TangibleBookValue,-17239809.0
InvestedCapital,-3010957.0
WorkingCapital,-38317780.0
NetTangibleAssets,-17239809.0
CapitalLeaseObligations,1570855.0
CommonStockEquity,-15015731.0
TotalCapitalization,-15015731.0
TotalEquityGrossMinorityInterest,-15015731.0
StockholdersEquity,-15015731.0
RetainedEarnings,-157379303.0
AdditionalPaidInCapital,10222364.0
CapitalStock,132141208.0
CommonStock,132141208.0
TotalLiabilitiesNetMinorityInterest,43009771.0
TotalNonCurrentLiabilitiesNetMinorityInterest,686940.0
LongTermDebtAndCapitalLeaseObligation,686940.0
LongTermCapitalLeaseObligation,686940.0
CurrentLiabilities,42322831.0
OtherCurrentLiabilities,6139757.0
CurrentDebtAndCapitalLeaseObligation,12888689.0
CurrentCapitalLeaseObligation,883915.0
CurrentDebt,12004774.0
OtherCurrentBorrowings,12004774.0
PayablesAndAccruedExpenses,23294385.0
TotalAssets,27994040.0
TotalNonCurrentAssets,23988989.0
NonCurrentPrepaidAssets,147651.0
GoodwillAndOtherIntangibleAssets,2224078.0
NetPPE,21617260.0
GrossPPE,21617260.0
OtherProperties,241136.0
MachineryFurnitureEquipment,21376124.0
CurrentAssets,4005051.0
PrepaidAssets,456220.0
Inventory,2941266.0
Receivables,499672.0
AccountsReceivable,499672.0
CashCashEquivalentsAndShortTermInvestments,107893.0
CashAndCashEquivalents,107893.0
CashFinancial,107893.0
