,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,6906000.0,6906000.0,6906000.0,6906000.0,6906000.0
OrdinarySharesNumber,77303000.0,77108000.0,54152813.0,53884000.0,37868000.0
ShareIssued,84209000.0,84014000.0,61058813.0,60790000.0,44774000.0
NetDebt,,1941000.0,,,
TotalDebt,31813000.0,34515000.0,39217000.0,40102000.0,40970000.0
TangibleBookValue,63644000.0,68000000.0,71030000.0,82236000.0,77048000.0
InvestedCapital,84059000.0,108442000.0,117127000.0,125626000.0,121140000.0
WorkingCapital,58199000.0,63595000.0,57578000.0,66966000.0,60744000.0
NetTangibleAssets,63644000.0,68000000.0,71030000.0,82236000.0,77048000.0
CapitalLeaseObligations,23194000.0,6363000.0,27477000.0,28081000.0,28651000.0
CommonStockEquity,75440000.0,80290000.0,105387000.0,113605000.0,108821000.0
TotalCapitalization,83207000.0,107590000.0,116275000.0,124774000.0,120288000.0
TotalEquityGrossMinorityInterest,75440000.0,80290000.0,105387000.0,113605000.0,108821000.0
StockholdersEquity,75440000.0,80290000.0,105387000.0,113605000.0,108821000.0
GainsLossesNotAffectingRetainedEarnings,350000.0,350000.0,1380000.0,1246000.0,1254000.0
OtherEquityAdjustments,350000.0,350000.0,1380000.0,1246000.0,1254000.0
TreasuryStock,47721000.0,47721000.0,47721000.0,47721000.0,47721000.0
RetainedEarnings,-703137000.0,-697458000.0,-655877000.0,-646020000.0,-633792000.0
CapitalStock,825948000.0,825119000.0,807605000.0,806100000.0,789080000.0
CommonStock,825948000.0,825119000.0,807605000.0,806100000.0,789080000.0
TotalLiabilitiesNetMinorityInterest,59747000.0,63623000.0,66666000.0,74466000.0,72947000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,32131000.0,34832000.0,39776000.0,40702000.0,41698000.0
OtherNonCurrentLiabilities,8000.0,8000.0,8000.0,8000.0,
LiabilitiesHeldforSaleNonCurrent,,0.0,,,
LongTermDebtAndCapitalLeaseObligation,27868000.0,30630000.0,35625000.0,36603000.0,37588000.0
LongTermCapitalLeaseObligation,20101000.0,3330000.0,24737000.0,25434000.0,26121000.0
LongTermDebt,7767000.0,27300000.0,10888000.0,11169000.0,11467000.0
LongTermProvisions,4255000.0,4194000.0,4143000.0,4091000.0,4110000.0
CurrentLiabilities,27616000.0,28791000.0,26890000.0,33764000.0,31249000.0
OtherCurrentLiabilities,1002000.0,5328000.0,694000.0,1625000.0,1814000.0
CurrentDeferredLiabilities,1894000.0,1630000.0,1359000.0,4247000.0,4125000.0
CurrentDeferredRevenue,1894000.0,1630000.0,1359000.0,4247000.0,4125000.0
CurrentDebtAndCapitalLeaseObligation,3945000.0,3885000.0,3592000.0,3499000.0,3382000.0
CurrentCapitalLeaseObligation,3093000.0,3033000.0,2740000.0,2647000.0,2530000.0
CurrentDebt,852000.0,852000.0,852000.0,852000.0,852000.0
OtherCurrentBorrowings,852000.0,852000.0,852000.0,852000.0,852000.0
PensionandOtherPostRetirementBenefitPlansCurrent,6504000.0,,7528000.0,6868000.0,6818000.0
CurrentProvisions,,,1478000.0,1544000.0,1522000.0
PayablesAndAccruedExpenses,14271000.0,17948000.0,12239000.0,15981000.0,13588000.0
CurrentAccruedExpenses,1730000.0,7805000.0,1019000.0,1756000.0,935000.0
Payables,12541000.0,10143000.0,11220000.0,14225000.0,12653000.0
OtherPayable,184000.0,460000.0,,,
TotalTaxPayable,,,56000.0,84000.0,108000.0
AccountsPayable,12357000.0,9683000.0,11164000.0,14141000.0,12545000.0
TotalAssets,135187000.0,143913000.0,172053000.0,188071000.0,181768000.0
TotalNonCurrentAssets,49417000.0,51572000.0,87605000.0,87341000.0,89795000.0
OtherNonCurrentAssets,2159000.0,2201000.0,2326000.0,2408000.0,2425000.0
GoodwillAndOtherIntangibleAssets,11796000.0,12290000.0,34357000.0,31369000.0,31773000.0
OtherIntangibleAssets,11796000.0,12290000.0,15314000.0,14947000.0,15254000.0
Goodwill,,0.0,19043000.0,16422000.0,16519000.0
NetPPE,35462000.0,37081000.0,50922000.0,53564000.0,55597000.0
AccumulatedDepreciation,-33768000.0,-32887000.0,-41343000.0,-38945000.0,-37491000.0
GrossPPE,69230000.0,69968000.0,92265000.0,92509000.0,93088000.0
Leases,9442000.0,9442000.0,9794000.0,7772000.0,7750000.0
ConstructionInProgress,2434000.0,2508000.0,3278000.0,5264000.0,5528000.0
OtherProperties,52558000.0,53222000.0,74245000.0,74523000.0,75037000.0
MachineryFurnitureEquipment,4796000.0,4796000.0,4948000.0,4950000.0,4773000.0
BuildingsAndImprovements,,0.0,0.0,0.0,0.0
LandAndImprovements,,0.0,0.0,0.0,0.0
Properties,0.0,0.0,0.0,0.0,0.0
CurrentAssets,85815000.0,92386000.0,84468000.0,100730000.0,91993000.0
OtherCurrentAssets,513000.0,922000.0,2431000.0,2074000.0,2148000.0
AssetsHeldForSaleCurrent,3871000.0,7264000.0,,,
RestrictedCash,495000.0,495000.0,495000.0,495000.0,495000.0
PrepaidAssets,4088000.0,4612000.0,3378000.0,3734000.0,3374000.0
Inventory,31954000.0,28905000.0,35833000.0,40086000.0,39598000.0
FinishedGoods,5958000.0,4636000.0,5114000.0,4309000.0,4181000.0
WorkInProcess,10412000.0,9766000.0,9005000.0,9590000.0,10586000.0
RawMaterials,15584000.0,14503000.0,21714000.0,26187000.0,24831000.0
Receivables,24215000.0,23977000.0,22614000.0,29993000.0,22686000.0
OtherReceivables,7293000.0,8402000.0,5163000.0,7414000.0,5570000.0
AccountsReceivable,16922000.0,15575000.0,17451000.0,22579000.0,17116000.0
AllowanceForDoubtfulAccountsReceivable,-299000.0,-356000.0,-363000.0,-396000.0,-361000.0
GrossAccountsReceivable,17221000.0,15931000.0,17814000.0,22975000.0,17477000.0
CashCashEquivalentsAndShortTermInvestments,20679000.0,26211000.0,19717000.0,24348000.0,23692000.0
CashAndCashEquivalents,20679000.0,26211000.0,19717000.0,24348000.0,23692000.0
CashEquivalents,14223000.0,21879000.0,5781000.0,5713000.0,5655000.0
CashFinancial,6456000.0,4332000.0,13936000.0,18635000.0,18037000.0
