,2023-09-30,2023-06-30,2023-03-31
OrdinarySharesNumber,178200000.0,177800000.0,176500000.0
ShareIssued,178200000.0,177800000.0,176500000.0
NetDebt,145400000.0,,
TotalDebt,350300000.0,342700000.0,334700000.0
TangibleBookValue,303600000.0,430200000.0,461800000.0
InvestedCapital,586400000.0,714400000.0,744100000.0
WorkingCapital,94100000.0,317300000.0,442900000.0
NetTangibleAssets,303600000.0,430200000.0,461800000.0
CapitalLeaseObligations,67500000.0,58500000.0,52400000.0
CommonStockEquity,303600000.0,430200000.0,461800000.0
TotalCapitalization,586400000.0,714400000.0,744100000.0
TotalEquityGrossMinorityInterest,303600000.0,430200000.0,462000000.0
MinorityInterest,0.0,0.0,200000.0
StockholdersEquity,303600000.0,430200000.0,461800000.0
GainsLossesNotAffectingRetainedEarnings,22400000.0,20900000.0,18800000.0
OtherEquityAdjustments,22400000.0,20900000.0,18800000.0
RetainedEarnings,-498100000.0,-367500000.0,-332400000.0
CapitalStock,779300000.0,776800000.0,775400000.0
CommonStock,779300000.0,776800000.0,775400000.0
TotalLiabilitiesNetMinorityInterest,457300000.0,428700000.0,388600000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,352500000.0,345300000.0,329600000.0
NonCurrentDeferredLiabilities,5300000.0,5400000.0,
NonCurrentDeferredRevenue,5300000.0,5400000.0,
LongTermDebtAndCapitalLeaseObligation,344600000.0,337200000.0,329200000.0
LongTermCapitalLeaseObligation,61800000.0,53000000.0,46900000.0
LongTermDebt,282800000.0,284200000.0,282300000.0
LongTermProvisions,2600000.0,2700000.0,400000.0
CurrentLiabilities,104800000.0,83400000.0,59000000.0
CurrentDebtAndCapitalLeaseObligation,5700000.0,5500000.0,5500000.0
CurrentCapitalLeaseObligation,5700000.0,5500000.0,5500000.0
PensionandOtherPostRetirementBenefitPlansCurrent,11400000.0,,
PayablesAndAccruedExpenses,87700000.0,77900000.0,53500000.0
CurrentAccruedExpenses,68400000.0,,
Payables,19300000.0,,
AccountsPayable,19300000.0,,
TotalAssets,760900000.0,858900000.0,850600000.0
TotalNonCurrentAssets,562000000.0,458200000.0,348700000.0
OtherNonCurrentAssets,2200000.0,9100000.0,4100000.0
NonCurrentPrepaidAssets,9900000.0,,
NetPPE,549900000.0,449100000.0,344600000.0
AccumulatedDepreciation,-27200000.0,,
GrossPPE,577100000.0,449100000.0,344600000.0
Leases,89700000.0,,
ConstructionInProgress,434000000.0,,
OtherProperties,1000000.0,56700000.0,49000000.0
MachineryFurnitureEquipment,52400000.0,392400000.0,295600000.0
Properties,0.0,,
CurrentAssets,198900000.0,400700000.0,501900000.0
PrepaidAssets,51800000.0,103500000.0,78200000.0
Inventory,3900000.0,2500000.0,5100000.0
FinishedGoods,2500000.0,,
RawMaterials,1400000.0,,
Receivables,5800000.0,5900000.0,9400000.0
OtherReceivables,3500000.0,5000000.0,5700000.0
AccountsReceivable,2300000.0,900000.0,3700000.0
CashCashEquivalentsAndShortTermInvestments,137400000.0,288800000.0,409200000.0
CashAndCashEquivalents,137400000.0,288800000.0,409200000.0
