,2023-06-30,2023-03-31
OrdinarySharesNumber,3182932.0,3182932.0
ShareIssued,3182932.0,3182932.0
TangibleBookValue,42560580.0,43934318.0
InvestedCapital,42560580.0,43934318.0
WorkingCapital,5070557.0,5774231.0
NetTangibleAssets,42566580.0,43940318.0
CommonStockEquity,42560580.0,43934318.0
PreferredStockEquity,6000.0,6000.0
TotalCapitalization,42566580.0,43940318.0
TotalEquityGrossMinorityInterest,42566580.0,43940318.0
StockholdersEquity,42566580.0,43940318.0
RetainedEarnings,-2566.0,
AdditionalPaidInCapital,42531317.0,43902489.0
CapitalStock,37829.0,37829.0
CommonStock,31829.0,31829.0
PreferredStock,6000.0,6000.0
TotalLiabilitiesNetMinorityInterest,1339000.0,757553.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0
CurrentLiabilities,1339000.0,757553.0
PayablesAndAccruedExpenses,1339000.0,757553.0
CurrentAccruedExpenses,282045.0,249854.0
Payables,1056955.0,507699.0
DuetoRelatedPartiesCurrent,386066.0,
AccountsPayable,670889.0,507699.0
TotalAssets,43905580.0,44697871.0
TotalNonCurrentAssets,37496023.0,38166087.0
NetPPE,37496023.0,38166087.0
AccumulatedDepreciation,,-670064.0
GrossPPE,37496023.0,38836151.0
CurrentAssets,6409557.0,6531784.0
PrepaidAssets,163864.0,32004.0
Inventory,153919.0,402547.0
Receivables,1091774.0,1097233.0
DuefromRelatedPartiesCurrent,162917.0,146708.0
AccountsReceivable,928857.0,950525.0
CashCashEquivalentsAndShortTermInvestments,5000000.0,5000000.0
CashAndCashEquivalents,5000000.0,5000000.0
