,2023-11-30,2023-02-28
OrdinarySharesNumber,79136172.0,76970172.0
ShareIssued,79136172.0,76970172.0
NetDebt,309451.0,39295.0
TotalDebt,356014.0,211860.0
TangibleBookValue,-2633009.0,-843872.0
InvestedCapital,-325095.0,-604001.0
WorkingCapital,-2633009.0,-1509396.0
NetTangibleAssets,-2633009.0,-843872.0
CommonStockEquity,-681109.0,-815861.0
TotalCapitalization,-681109.0,-815861.0
TotalEquityGrossMinorityInterest,-681109.0,-815861.0
StockholdersEquity,-681109.0,-815861.0
OtherEquityInterest,4947883.0,4044731.0
GainsLossesNotAffectingRetainedEarnings,392.0,196.0
OtherEquityAdjustments,392.0,196.0
RetainedEarnings,-36250402.0,-33994434.0
AdditionalPaidInCapital,2997419.0,2933358.0
CapitalStock,27623599.0,26200288.0
CommonStock,27623599.0,26200288.0
TotalLiabilitiesNetMinorityInterest,2870895.0,1987824.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0
CurrentLiabilities,2870895.0,1987824.0
OtherCurrentLiabilities,,37828.0
CurrentDebtAndCapitalLeaseObligation,356014.0,211860.0
CurrentDebt,356014.0,211860.0
OtherCurrentBorrowings,356014.0,211860.0
PayablesAndAccruedExpenses,2514881.0,1738136.0
Payables,2514881.0,
TotalTaxPayable,205000.0,
IncomeTaxPayable,205000.0,
AccountsPayable,2309881.0,
TotalAssets,2189786.0,1171963.0
TotalNonCurrentAssets,1951900.0,693535.0
InvestmentsAndAdvances,,665524.0
LongTermEquityInvestment,,665524.0
GoodwillAndOtherIntangibleAssets,1951900.0,28011.0
CurrentAssets,237886.0,478428.0
PrepaidAssets,172945.0,268822.0
Inventory,15296.0,
Receivables,3082.0,37041.0
TaxesReceivable,,37041.0
AccountsReceivable,3082.0,
CashCashEquivalentsAndShortTermInvestments,46563.0,172565.0
CashAndCashEquivalents,46563.0,172565.0
CashFinancial,46563.0,172565.0
