,2023-06-30
OrdinarySharesNumber,185086016.0
ShareIssued,185086016.0
TangibleBookValue,33585430.0
InvestedCapital,33585430.0
WorkingCapital,1652359.0
NetTangibleAssets,33585430.0
CommonStockEquity,33585430.0
TotalCapitalization,33585430.0
TotalEquityGrossMinorityInterest,33585430.0
StockholdersEquity,33585430.0
GainsLossesNotAffectingRetainedEarnings,8175732.0
OtherEquityAdjustments,8175732.0
RetainedEarnings,-15925929.0
CapitalStock,41335627.0
CommonStock,41335627.0
TotalLiabilitiesNetMinorityInterest,205205.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,205205.0
PayablesAndAccruedExpenses,205205.0
Payables,205205.0
OtherPayable,36330.0
AccountsPayable,168875.0
TotalAssets,33790635.0
TotalNonCurrentAssets,31933071.0
InvestmentsAndAdvances,3437264.0
OtherInvestments,3100000.0
InvestmentinFinancialAssets,337264.0
TradingSecurities,337264.0
NetPPE,28495807.0
GrossPPE,28495807.0
OtherProperties,28495807.0
CurrentAssets,1857564.0
Receivables,388394.0
OtherReceivables,388394.0
CashCashEquivalentsAndShortTermInvestments,1469170.0
CashAndCashEquivalents,1469170.0
CashFinancial,1469170.0
