,2023-06-30
OrdinarySharesNumber,945069656.0
ShareIssued,945069656.0
TangibleBookValue,124344.0
InvestedCapital,124344.0
WorkingCapital,119395.0
NetTangibleAssets,124344.0
CommonStockEquity,124344.0
TotalCapitalization,124344.0
TotalEquityGrossMinorityInterest,124344.0
StockholdersEquity,124344.0
GainsLossesNotAffectingRetainedEarnings,7103200.0
OtherEquityAdjustments,7103200.0
RetainedEarnings,-69667955.0
CapitalStock,62689099.0
CommonStock,62689099.0
TotalLiabilitiesNetMinorityInterest,980345.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,980345.0
PensionandOtherPostRetirementBenefitPlansCurrent,4641.0
PayablesAndAccruedExpenses,975704.0
Payables,975704.0
OtherPayable,879708.0
AccountsPayable,95996.0
TotalAssets,1104689.0
TotalNonCurrentAssets,4949.0
NetPPE,4949.0
GrossPPE,4949.0
MachineryFurnitureEquipment,4949.0
CurrentAssets,1099740.0
Receivables,61276.0
ReceivablesAdjustmentsAllowances,-86987.0
OtherReceivables,61276.0
AccountsReceivable,86987.0
CashCashEquivalentsAndShortTermInvestments,1038464.0
OtherShortTermInvestments,267071.0
CashAndCashEquivalents,771393.0
CashFinancial,771393.0
