,2022-12-31
OrdinarySharesNumber,29436545.0
ShareIssued,29436545.0
NetDebt,52986770.0
TotalDebt,107536349.0
TangibleBookValue,-54188922.0
InvestedCapital,26267581.0
WorkingCapital,-18104352.0
NetTangibleAssets,-54188922.0
CapitalLeaseObligations,52925622.0
CommonStockEquity,-28343146.0
TotalCapitalization,23750115.0
TotalEquityGrossMinorityInterest,-30596425.0
MinorityInterest,-2253279.0
StockholdersEquity,-28343146.0
RetainedEarnings,-147015575.0
AdditionalPaidInCapital,4552067.0
CapitalStock,114120362.0
CommonStock,114120362.0
TotalLiabilitiesNetMinorityInterest,131042782.0
TotalNonCurrentLiabilitiesNetMinorityInterest,93895492.0
LongTermDebtAndCapitalLeaseObligation,93895492.0
LongTermCapitalLeaseObligation,41802231.0
LongTermDebt,52093261.0
CurrentLiabilities,37147290.0
OtherCurrentLiabilities,1611996.0
CurrentDeferredLiabilities,1000000.0
CurrentDebtAndCapitalLeaseObligation,13640857.0
CurrentCapitalLeaseObligation,11123391.0
CurrentDebt,2517466.0
OtherCurrentBorrowings,2517466.0
PensionandOtherPostRetirementBenefitPlansCurrent,44753.0
PayablesAndAccruedExpenses,20849684.0
CurrentAccruedExpenses,3463066.0
Payables,17386618.0
OtherPayable,578061.0
AccountsPayable,16808557.0
TotalAssets,100446357.0
TotalNonCurrentAssets,81403419.0
GoodwillAndOtherIntangibleAssets,25845776.0
OtherIntangibleAssets,18151665.0
Goodwill,7694111.0
NetPPE,55557643.0
AccumulatedDepreciation,-1396592.0
GrossPPE,56954235.0
Leases,344336.0
OtherProperties,56494295.0
MachineryFurnitureEquipment,115604.0
Properties,0.0
CurrentAssets,19042938.0
OtherCurrentAssets,2520676.0
RestrictedCash,1000000.0
Receivables,13898305.0
AccountsReceivable,13898305.0
CashCashEquivalentsAndShortTermInvestments,1623957.0
CashAndCashEquivalents,1623957.0
CashFinancial,1623957.0
