,2023-06-30
OrdinarySharesNumber,150510660.0
ShareIssued,150510660.0
TotalDebt,16000.0
TangibleBookValue,111091000.0
InvestedCapital,111091000.0
WorkingCapital,41431000.0
NetTangibleAssets,111091000.0
CapitalLeaseObligations,16000.0
CommonStockEquity,111091000.0
TotalCapitalization,111091000.0
TotalEquityGrossMinorityInterest,110704000.0
MinorityInterest,-387000.0
StockholdersEquity,111091000.0
GainsLossesNotAffectingRetainedEarnings,21305000.0
OtherEquityAdjustments,59680000.0
ForeignCurrencyTranslationAdjustments,-38375000.0
RetainedEarnings,-120843000.0
CapitalStock,210629000.0
CommonStock,210629000.0
TotalLiabilitiesNetMinorityInterest,2252000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,317000.0
EmployeeBenefits,52000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,52000.0
LongTermProvisions,265000.0
CurrentLiabilities,1935000.0
CurrentDebtAndCapitalLeaseObligation,16000.0
CurrentCapitalLeaseObligation,16000.0
PensionandOtherPostRetirementBenefitPlansCurrent,110000.0
CurrentProvisions,500000.0
PayablesAndAccruedExpenses,1309000.0
Payables,1309000.0
OtherPayable,920000.0
AccountsPayable,389000.0
TotalAssets,112956000.0
TotalNonCurrentAssets,69590000.0
InvestmentsAndAdvances,9199000.0
LongTermEquityInvestment,9199000.0
InvestmentsinAssociatesatCost,9199000.0
NetPPE,60391000.0
AccumulatedDepreciation,-240000.0
GrossPPE,60631000.0
OtherProperties,60383000.0
MachineryFurnitureEquipment,248000.0
CurrentAssets,43366000.0
PrepaidAssets,419000.0
Receivables,358000.0
OtherReceivables,358000.0
CashCashEquivalentsAndShortTermInvestments,42589000.0
CashAndCashEquivalents,42589000.0
CashEquivalents,40918000.0
CashFinancial,1671000.0
