,2023-06-30,2022-12-31
TreasurySharesNumber,22118.0,22118.0
OrdinarySharesNumber,34853754.0,34853754.0
ShareIssued,34875872.0,34875872.0
NetDebt,27119000.0,6250000.0
TotalDebt,54001000.0,53168000.0
TangibleBookValue,-53785000.0,-27046000.0
InvestedCapital,-5036000.0,20593000.0
WorkingCapital,-16226000.0,14422000.0
NetTangibleAssets,-53785000.0,-27046000.0
CapitalLeaseObligations,5253000.0,5530000.0
CommonStockEquity,-53784000.0,-27045000.0
TotalCapitalization,-13862000.0,16995000.0
TotalEquityGrossMinorityInterest,-53784000.0,-27045000.0
StockholdersEquity,-53784000.0,-27045000.0
GainsLossesNotAffectingRetainedEarnings,-282248000.0,-226582000.0
OtherEquityAdjustments,-282248000.0,-226582000.0
TreasuryStock,228000.0,228000.0
RetainedEarnings,-28099000.0,-57041000.0
AdditionalPaidInCapital,255734000.0,255760000.0
CapitalStock,1057000.0,1046000.0
CommonStock,1057000.0,1046000.0
TotalLiabilitiesNetMinorityInterest,94191000.0,86814000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,44337000.0,48878000.0
OtherNonCurrentLiabilities,1000.0,
EmployeeBenefits,307000.0,270000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,307000.0,270000.0
LongTermDebtAndCapitalLeaseObligation,44029000.0,48608000.0
LongTermCapitalLeaseObligation,4107000.0,4568000.0
LongTermDebt,39922000.0,44040000.0
CurrentLiabilities,49854000.0,37936000.0
CurrentDeferredLiabilities,16655000.0,16573000.0
CurrentDeferredRevenue,16655000.0,16573000.0
CurrentDebtAndCapitalLeaseObligation,9972000.0,4560000.0
CurrentCapitalLeaseObligation,1146000.0,962000.0
CurrentDebt,8826000.0,3598000.0
OtherCurrentBorrowings,8826000.0,3598000.0
CurrentProvisions,340000.0,327000.0
PayablesAndAccruedExpenses,22887000.0,16476000.0
CurrentAccruedExpenses,7909000.0,5394000.0
Payables,14978000.0,11082000.0
OtherPayable,276000.0,488000.0
TotalTaxPayable,5899000.0,6595000.0
AccountsPayable,8803000.0,3999000.0
TotalAssets,40407000.0,59769000.0
TotalNonCurrentAssets,6778000.0,7412000.0
OtherNonCurrentAssets,-1000.0,
NonCurrentPrepaidAssets,294000.0,291000.0
InvestmentsAndAdvances,1000.0,0.0
InvestmentinFinancialAssets,1000.0,0.0
AvailableForSaleSecurities,1000.0,
GoodwillAndOtherIntangibleAssets,1000.0,1000.0
OtherIntangibleAssets,1000.0,1000.0
NetPPE,6483000.0,7120000.0
AccumulatedDepreciation,-8904000.0,-8180000.0
GrossPPE,15387000.0,15300000.0
ConstructionInProgress,44000.0,344000.0
OtherProperties,2502000.0,2127000.0
MachineryFurnitureEquipment,4379000.0,4366000.0
BuildingsAndImprovements,8462000.0,8462000.0
Properties,0.0,0.0
CurrentAssets,33628000.0,52358000.0
OtherCurrentAssets,1000.0,1000.0
PrepaidAssets,2236000.0,2981000.0
Receivables,9762000.0,7988000.0
OtherReceivables,1747000.0,2741000.0
TaxesReceivable,6925000.0,5146000.0
AccountsReceivable,1090000.0,101000.0
CashCashEquivalentsAndShortTermInvestments,21629000.0,41388000.0
CashAndCashEquivalents,21629000.0,41388000.0
CashEquivalents,0.0,
CashFinancial,21629000.0,41388000.0
