,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,0.0,,,,
PreferredSharesNumber,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0
OrdinarySharesNumber,723000000.0,729000000.0,736000000.0,743000000.0,743000000.0
ShareIssued,723000000.0,729000000.0,736000000.0,743000000.0,743000000.0
NetDebt,2629000000.0,4226000000.0,6332000000.0,2390000000.0,10381000000.0
TotalDebt,49159000000.0,48060000000.0,48308000000.0,42862000000.0,43921000000.0
TangibleBookValue,24108000000.0,27324000000.0,26703000000.0,25992000000.0,20779000000.0
InvestedCapital,77216000000.0,75384000000.0,75011000000.0,68854000000.0,68629000000.0
NetTangibleAssets,24108000000.0,27324000000.0,26703000000.0,25992000000.0,20779000000.0
CapitalLeaseObligations,,,,,3000000.0
CommonStockEquity,28057000000.0,27324000000.0,26703000000.0,25992000000.0,24711000000.0
TotalCapitalization,75923000000.0,73771000000.0,73428000000.0,67130000000.0,67281000000.0
TotalEquityGrossMinorityInterest,28057000000.0,27324000000.0,26703000000.0,25992000000.0,24711000000.0
StockholdersEquity,28057000000.0,27324000000.0,26703000000.0,25992000000.0,24711000000.0
GainsLossesNotAffectingRetainedEarnings,-3072000000.0,-3176000000.0,-3084000000.0,-3106000000.0,-3210000000.0
ForeignCurrencyTranslationAdjustments,-2571000000.0,-2679000000.0,-2569000000.0,-2594000000.0,-2622000000.0
MinimumPensionLiabilities,-487000000.0,-467000000.0,-471000000.0,-467000000.0,-524000000.0
UnrealizedGainLoss,-14000000.0,-30000000.0,-44000000.0,-45000000.0,-64000000.0
RetainedEarnings,19612000000.0,18953000000.0,18130000000.0,17427000000.0,16279000000.0
AdditionalPaidInCapital,11372000000.0,11401000000.0,11509000000.0,11522000000.0,11493000000.0
CapitalStock,145000000.0,146000000.0,148000000.0,149000000.0,149000000.0
CommonStock,145000000.0,146000000.0,148000000.0,149000000.0,149000000.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,233051000000.0,223263000000.0,218201000000.0,209850000000.0,203643000000.0
EmployeeBenefits,2567000000.0,,,,2530000000.0
NonCurrentDeferredLiabilities,3442000000.0,,,,3027000000.0
NonCurrentDeferredRevenue,3442000000.0,,,,3027000000.0
LongTermDebtAndCapitalLeaseObligation,47866000000.0,46447000000.0,46725000000.0,41138000000.0,42573000000.0
LongTermCapitalLeaseObligation,,,,,3000000.0
LongTermDebt,47866000000.0,46447000000.0,46725000000.0,41138000000.0,42570000000.0
CurrentDebtAndCapitalLeaseObligation,1293000000.0,1613000000.0,1583000000.0,1724000000.0,1348000000.0
CurrentDebt,1293000000.0,1613000000.0,1583000000.0,1724000000.0,1348000000.0
OtherCurrentBorrowings,1293000000.0,1613000000.0,1583000000.0,1724000000.0,1348000000.0
PayablesAndAccruedExpenses,16445000000.0,13196000000.0,12359000000.0,12526000000.0,15910000000.0
CurrentAccruedExpenses,2061000000.0,,,,2126000000.0
Payables,14384000000.0,13196000000.0,12359000000.0,12526000000.0,13784000000.0
TotalTaxPayable,1275000000.0,,,,1651000000.0
IncomeTaxPayable,1275000000.0,,,,1651000000.0
AccountsPayable,13109000000.0,13196000000.0,12359000000.0,12526000000.0,12133000000.0
TotalAssets,261108000000.0,250587000000.0,244904000000.0,235842000000.0,228354000000.0
InvestmentsAndAdvances,2186000000.0,3160000000.0,4087000000.0,3964000000.0,4578000000.0
AvailableForSaleSecurities,408000000.0,376000000.0,336000000.0,1270000000.0,41000000.0
GoodwillAndOtherIntangibleAssets,3949000000.0,,,,3932000000.0
OtherIntangibleAssets,98000000.0,,,,146000000.0
Goodwill,3851000000.0,,,,3786000000.0
NetPPE,5138000000.0,5124000000.0,5177000000.0,5204000000.0,5215000000.0
AccumulatedDepreciation,-9911000000.0,-9589000000.0,-10594000000.0,-10233000000.0,-9850000000.0
GrossPPE,15049000000.0,14713000000.0,15771000000.0,15437000000.0,15065000000.0
OtherShortTermInvestments,1778000000.0,2784000000.0,3751000000.0,2694000000.0,4537000000.0
CashAndCashEquivalents,46530000000.0,43834000000.0,41976000000.0,40472000000.0,33537000000.0
CashEquivalents,100000000.0,24000000.0,47000000.0,153000000.0,253000000.0
CashFinancial,7118000000.0,5077000000.0,3374000000.0,3102000000.0,5505000000.0
