,2023-03-31,2022-12-31
OrdinarySharesNumber,30032492.0,24721778.0
ShareIssued,30032492.0,24721778.0
NetDebt,,151776.0
TotalDebt,59401.0,156054.0
TangibleBookValue,-872312.0,-1186296.0
InvestedCapital,-812911.0,-1030242.0
WorkingCapital,-843000.0,-1160596.0
NetTangibleAssets,-872312.0,-1186296.0
CommonStockEquity,-872312.0,-1186296.0
TotalCapitalization,-842791.0,-1158120.0
TotalEquityGrossMinorityInterest,-872312.0,-1186296.0
StockholdersEquity,-872312.0,-1186296.0
OtherEquityInterest,,100000.0
GainsLossesNotAffectingRetainedEarnings,3173959.0,2787261.0
OtherEquityAdjustments,3173959.0,2787261.0
RetainedEarnings,-17954388.0,-17537900.0
CapitalStock,13908117.0,13464343.0
CommonStock,13908117.0,13464343.0
TotalLiabilitiesNetMinorityInterest,977182.0,1223854.0
TotalNonCurrentLiabilitiesNetMinorityInterest,29521.0,28176.0
LongTermDebtAndCapitalLeaseObligation,29521.0,28176.0
LongTermDebt,29521.0,28176.0
CurrentLiabilities,947661.0,1195678.0
CurrentDeferredLiabilities,0.0,0.0
CurrentDeferredRevenue,0.0,0.0
CurrentDebtAndCapitalLeaseObligation,29880.0,127878.0
CurrentDebt,29880.0,127878.0
OtherCurrentBorrowings,29880.0,7550.0
CurrentNotesPayable,,120328.0
PayablesAndAccruedExpenses,917781.0,1067800.0
CurrentAccruedExpenses,7289.0,5945.0
Payables,910492.0,1061855.0
AccountsPayable,910492.0,1061855.0
TotalAssets,104870.0,37558.0
TotalNonCurrentAssets,209.0,2476.0
NetPPE,209.0,2476.0
AccumulatedDepreciation,-2530.0,-10455.0
GrossPPE,2739.0,12931.0
MachineryFurnitureEquipment,2739.0,12931.0
CurrentAssets,104661.0,35082.0
PrepaidAssets,13279.0,14314.0
Receivables,16974.0,16490.0
AccountsReceivable,16974.0,16490.0
CashCashEquivalentsAndShortTermInvestments,74408.0,4278.0
CashAndCashEquivalents,74408.0,4278.0
CashFinancial,74408.0,4278.0
