,2023-09-30
TangibleBookValue,221381.0
InvestedCapital,224676.0
WorkingCapital,226421.0
NetTangibleAssets,226422.0
CommonStockEquity,224676.0
PreferredStockEquity,5041.0
TotalCapitalization,229717.0
TotalEquityGrossMinorityInterest,229717.0
StockholdersEquity,229717.0
RetainedEarnings,-8688876.0
AdditionalPaidInCapital,8896540.0
CapitalStock,22053.0
CommonStock,17012.0
PreferredStock,5041.0
TotalLiabilitiesNetMinorityInterest,50020.0
TotalNonCurrentLiabilitiesNetMinorityInterest,-1.0
CurrentLiabilities,50021.0
PayablesAndAccruedExpenses,50021.0
Payables,50021.0
DividendsPayable,39221.0
AccountsPayable,10800.0
TotalAssets,279737.0
TotalNonCurrentAssets,3295.0
GoodwillAndOtherIntangibleAssets,3295.0
OtherIntangibleAssets,3295.0
CurrentAssets,276442.0
Receivables,230258.0
LoansReceivable,208107.0
AccountsReceivable,22151.0
AllowanceForDoubtfulAccountsReceivable,-12680.0
GrossAccountsReceivable,34831.0
CashCashEquivalentsAndShortTermInvestments,46184.0
CashAndCashEquivalents,46184.0
CashFinancial,46184.0
