,2023-06-30,2022-12-31
OrdinarySharesNumber,228029114.0,163408976.0
ShareIssued,228029114.0,163408976.0
TotalDebt,1796000.0,552315.0
TangibleBookValue,-5219000.0,-6620962.0
InvestedCapital,13846000.0,12135500.0
WorkingCapital,3207000.0,333829.0
NetTangibleAssets,-5219000.0,-6620962.0
CommonStockEquity,12050000.0,11583185.0
TotalCapitalization,12050000.0,11583185.0
TotalEquityGrossMinorityInterest,12050000.0,11583185.0
StockholdersEquity,12050000.0,11583185.0
GainsLossesNotAffectingRetainedEarnings,3681000.0,3439399.0
RetainedEarnings,-89083000.0,-82199932.0
AdditionalPaidInCapital,0.0,
CapitalStock,97452000.0,90343718.0
CommonStock,97452000.0,90343718.0
TotalLiabilitiesNetMinorityInterest,16034000.0,16252418.0
TotalNonCurrentLiabilitiesNetMinorityInterest,8469000.0,10670039.0
OtherNonCurrentLiabilities,6121000.0,8118317.0
EmployeeBenefits,59000.0,126907.0
NonCurrentDeferredLiabilities,2289000.0,2424815.0
NonCurrentDeferredTaxesLiabilities,2289000.0,2424815.0
CurrentLiabilities,7565000.0,5582379.0
OtherCurrentLiabilities,750000.0,1438461.0
CurrentDebtAndCapitalLeaseObligation,1796000.0,552315.0
CurrentDebt,1796000.0,552315.0
PensionandOtherPostRetirementBenefitPlansCurrent,690000.0,442835.0
PayablesAndAccruedExpenses,4329000.0,3148768.0
CurrentAccruedExpenses,3472000.0,841847.0
Payables,857000.0,2306921.0
AccountsPayable,857000.0,2306921.0
TotalAssets,28084000.0,27835603.0
TotalNonCurrentAssets,17312000.0,21919395.0
NonCurrentPrepaidAssets,43000.0,3715248.0
GoodwillAndOtherIntangibleAssets,17269000.0,18204147.0
OtherIntangibleAssets,17269000.0,18204147.0
CurrentAssets,10772000.0,5916208.0
PrepaidAssets,5426000.0,824716.0
Receivables,105000.0,700969.0
OtherReceivables,104000.0,631876.0
TaxesReceivable,,69093.0
AccountsReceivable,1000.0,631876.0
GrossAccountsReceivable,,631876.0
CashCashEquivalentsAndShortTermInvestments,5241000.0,4390523.0
CashAndCashEquivalents,5241000.0,4390523.0
CashFinancial,5241000.0,4390523.0
