,2023-06-30,2022-12-31
OrdinarySharesNumber,4765219.0,4765219.0
ShareIssued,4765219.0,4765219.0
TotalDebt,669000.0,2266000.0
TangibleBookValue,-10258000.0,-10794000.0
InvestedCapital,-9843000.0,-9103000.0
WorkingCapital,-9415000.0,-9949000.0
NetTangibleAssets,-10258000.0,-10794000.0
CapitalLeaseObligations,254000.0,575000.0
CommonStockEquity,-10258000.0,-10794000.0
TotalCapitalization,-10258000.0,-10794000.0
TotalEquityGrossMinorityInterest,-10615000.0,-11152000.0
MinorityInterest,-357000.0,-358000.0
StockholdersEquity,-10258000.0,-10794000.0
OtherEquityInterest,-14378000.0,-14378000.0
GainsLossesNotAffectingRetainedEarnings,698000.0,-1611000.0
OtherEquityAdjustments,698000.0,-1611000.0
RetainedEarnings,-333874000.0,-305072000.0
AdditionalPaidInCapital,337296000.0,310267000.0
CapitalStock,0.0,0.0
CommonStock,0.0,0.0
TotalLiabilitiesNetMinorityInterest,36966000.0,41295000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2872000.0,3355000.0
OtherNonCurrentLiabilities,1919000.0,1990000.0
LiabilitiesHeldforSaleNonCurrent,,0.0
TradeandOtherPayablesNonCurrent,0.0,417000.0
NonCurrentDeferredLiabilities,916000.0,909000.0
NonCurrentDeferredTaxesLiabilities,916000.0,909000.0
LongTermDebtAndCapitalLeaseObligation,37000.0,39000.0
LongTermCapitalLeaseObligation,37000.0,39000.0
CurrentLiabilities,34094000.0,37940000.0
OtherCurrentLiabilities,1347000.0,
CurrentDeferredLiabilities,2639000.0,9373000.0
CurrentDeferredRevenue,2639000.0,9373000.0
CurrentDebtAndCapitalLeaseObligation,632000.0,2227000.0
CurrentCapitalLeaseObligation,217000.0,536000.0
CurrentDebt,415000.0,1691000.0
OtherCurrentBorrowings,415000.0,1691000.0
PayablesAndAccruedExpenses,29476000.0,26340000.0
CurrentAccruedExpenses,21740000.0,907000.0
InterestPayable,,159000.0
Payables,7736000.0,25433000.0
OtherPayable,,17095000.0
DuetoRelatedPartiesCurrent,752000.0,746000.0
TotalTaxPayable,177000.0,521000.0
IncomeTaxPayable,177000.0,7000.0
AccountsPayable,6807000.0,7071000.0
TotalAssets,26351000.0,30143000.0
TotalNonCurrentAssets,1672000.0,2152000.0
NonCurrentDeferredAssets,427000.0,424000.0
NonCurrentDeferredTaxesAssets,427000.0,424000.0
GoodwillAndOtherIntangibleAssets,,0.0
NetPPE,1245000.0,1728000.0
AccumulatedDepreciation,,-2523000.0
GrossPPE,1245000.0,4251000.0
ConstructionInProgress,,0.0
OtherProperties,1245000.0,466000.0
MachineryFurnitureEquipment,,3081000.0
BuildingsAndImprovements,,704000.0
Properties,,0.0
CurrentAssets,24679000.0,27991000.0
OtherCurrentAssets,687000.0,7501000.0
AssetsHeldForSaleCurrent,,0.0
RestrictedCash,32000.0,32000.0
Inventory,5515000.0,4235000.0
InventoriesAdjustmentsAllowances,,-1924000.0
FinishedGoods,,79000.0
WorkInProcess,,301000.0
RawMaterials,,5779000.0
Receivables,10164000.0,3482000.0
OtherReceivables,9163000.0,
AccountsReceivable,1001000.0,3482000.0
AllowanceForDoubtfulAccountsReceivable,,-12881000.0
GrossAccountsReceivable,,16363000.0
CashCashEquivalentsAndShortTermInvestments,8281000.0,12741000.0
OtherShortTermInvestments,,1436000.0
CashAndCashEquivalents,8281000.0,11305000.0
