,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,0.0,0.0,,,
OrdinarySharesNumber,24391961.0,24391961.0,24391961.0,24391961.0,24391961.0
ShareIssued,24391961.0,24391961.0,24391961.0,24391961.0,24391961.0
NetDebt,4274039.0,3946640.0,3673449.0,3763834.0,3694682.0
TotalDebt,9295277.0,9298239.0,9284910.0,9239052.0,9193139.0
TangibleBookValue,5535358.0,5707357.0,5855554.0,5911479.0,5824857.0
InvestedCapital,10617004.0,10789003.0,10920965.0,10928184.0,10792856.0
WorkingCapital,-3939656.0,-3909194.0,-2970254.0,-2997687.0,-3019862.0
NetTangibleAssets,5535358.0,5707357.0,5855554.0,5911479.0,5824857.0
CapitalLeaseObligations,4213631.0,4216593.0,4219499.0,4222347.0,4225140.0
CommonStockEquity,5535358.0,5707357.0,5855554.0,5911479.0,5824857.0
TotalCapitalization,5535358.0,5707357.0,6437200.0,6493125.0,6406503.0
TotalEquityGrossMinorityInterest,5535358.0,5707357.0,5855554.0,5911479.0,5824857.0
StockholdersEquity,5535358.0,5707357.0,5855554.0,5911479.0,5824857.0
RetainedEarnings,-20025443.0,-19853444.0,-19705247.0,-19649322.0,-19735944.0
AdditionalPaidInCapital,25558362.0,25558362.0,25558362.0,25558362.0,25558362.0
CapitalStock,2439.0,2439.0,2439.0,2439.0,2439.0
CommonStock,2439.0,2439.0,2439.0,2439.0,2439.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,9424274.0,9447537.0,9413279.0,9375239.0,9375889.0
TotalNonCurrentLiabilitiesNetMinorityInterest,4201185.0,4204389.0,4789178.0,4792258.0,4795279.0
LongTermDebtAndCapitalLeaseObligation,4201185.0,4204389.0,4789178.0,4792258.0,4795279.0
LongTermCapitalLeaseObligation,4201185.0,4204389.0,4207532.0,4210612.0,4213633.0
LongTermDebt,,,581646.0,581646.0,581646.0
CurrentLiabilities,5223089.0,5243148.0,4624101.0,4582981.0,4580610.0
CurrentDebtAndCapitalLeaseObligation,5094092.0,5093850.0,4495732.0,4446794.0,4397860.0
CurrentCapitalLeaseObligation,12446.0,12204.0,11967.0,11735.0,11507.0
CurrentDebt,5081646.0,5081646.0,4483765.0,4435059.0,4386353.0
OtherCurrentBorrowings,,5081646.0,4483765.0,4435059.0,4386353.0
CurrentNotesPayable,5081646.0,0.0,,,
PayablesAndAccruedExpenses,128997.0,149298.0,128369.0,136187.0,182750.0
CurrentAccruedExpenses,42042.0,40686.0,40686.0,42042.0,46488.0
InterestPayable,42042.0,40686.0,40686.0,42042.0,46488.0
Payables,86955.0,108612.0,87683.0,94145.0,136262.0
OtherPayable,180.0,6365.0,8008.0,8957.0,6420.0
DuetoRelatedPartiesCurrent,,,,,0.0
AccountsPayable,86775.0,102247.0,79675.0,85188.0,129842.0
TotalAssets,14959632.0,15154894.0,15268833.0,15286718.0,15200746.0
TotalNonCurrentAssets,13676199.0,13820940.0,13614986.0,13701424.0,13639998.0
NonCurrentNoteReceivables,326157.0,337884.0,,,
NetPPE,13350042.0,13483056.0,13614986.0,13701424.0,13639998.0
AccumulatedDepreciation,-1919919.0,-1804357.0,-1689821.0,-1574260.0,-1460947.0
GrossPPE,15269961.0,15287413.0,15304807.0,15275684.0,15100945.0
ConstructionInProgress,371682.0,371682.0,371682.0,371682.0,379661.0
OtherProperties,6691391.0,6708843.0,6726237.0,6743575.0,6760857.0
MachineryFurnitureEquipment,352340.0,352340.0,352340.0,352340.0,352340.0
BuildingsAndImprovements,7854548.0,7854548.0,7854548.0,7808087.0,7608087.0
Properties,0.0,0.0,0.0,0.0,0.0
CurrentAssets,1283433.0,1333954.0,1653847.0,1585294.0,1560748.0
OtherCurrentAssets,22797.0,23415.0,23333.0,33333.0,3333.0
RestrictedCash,9967.0,9967.0,9967.0,9967.0,9967.0
PrepaidAssets,,,,,3333.0
Receivables,443062.0,165566.0,228585.0,289123.0,274131.0
NotesReceivable,63998.0,62116.0,8779.0,21468.0,31581.0
AccountsReceivable,379064.0,103450.0,219806.0,267655.0,242550.0
CashCashEquivalentsAndShortTermInvestments,807607.0,1135006.0,1391962.0,1252871.0,1273317.0
CashAndCashEquivalents,807607.0,1135006.0,1391962.0,1252871.0,1273317.0
