,2023-08-31,2023-05-31,2023-02-28
OrdinarySharesNumber,17721285.0,17721287.0,17721287.0
ShareIssued,17721285.0,17721287.0,17721287.0
NetDebt,1623785.0,1436582.0,1000199.0
TotalDebt,1675216.0,1543468.0,1037147.0
TangibleBookValue,-3271448.0,-2813820.0,-1831504.0
InvestedCapital,-181513.0,216399.0,539171.0
WorkingCapital,-3327970.0,-2873732.0,-1392346.0
NetTangibleAssets,-3271448.0,-2813820.0,-1831504.0
CapitalLeaseObligations,46420.0,53940.0,30864.0
CommonStockEquity,-1810309.0,-1273129.0,-467112.0
TotalCapitalization,-1810309.0,-1273129.0,59311.0
TotalEquityGrossMinorityInterest,-1810309.0,-1273129.0,-467112.0
StockholdersEquity,-1810309.0,-1273129.0,-467112.0
OtherEquityInterest,1821636.0,1821636.0,1872210.0
RetainedEarnings,-8966118.0,-8428938.0,-7622921.0
AdditionalPaidInCapital,210399.0,210399.0,159825.0
CapitalStock,5123774.0,5123774.0,5123774.0
CommonStock,5123774.0,5123774.0,5123774.0
TotalLiabilitiesNetMinorityInterest,3582033.0,3074143.0,2101783.0
TotalNonCurrentLiabilitiesNetMinorityInterest,12582.0,21617.0,526423.0
LongTermDebtAndCapitalLeaseObligation,12582.0,21617.0,526423.0
LongTermCapitalLeaseObligation,12582.0,21617.0,
LongTermDebt,,,526423.0
CurrentLiabilities,3569451.0,3052526.0,1575360.0
CurrentDebtAndCapitalLeaseObligation,1662634.0,1521851.0,510724.0
CurrentCapitalLeaseObligation,33838.0,32323.0,30864.0
CurrentDebt,1628796.0,1489528.0,479860.0
OtherCurrentBorrowings,1628796.0,1489528.0,479860.0
PayablesAndAccruedExpenses,1906817.0,1530675.0,1064636.0
CurrentAccruedExpenses,1889519.0,15206.0,23659.0
InterestPayable,20526.0,15206.0,23659.0
Payables,17298.0,1515469.0,1040977.0
OtherPayable,,1515469.0,1040977.0
TotalTaxPayable,17298.0,,
TotalAssets,1771724.0,1801014.0,1634671.0
TotalNonCurrentAssets,1530243.0,1622220.0,1451657.0
GoodwillAndOtherIntangibleAssets,1461139.0,1540691.0,1364392.0
OtherIntangibleAssets,1461139.0,1540691.0,1364392.0
NetPPE,69104.0,81529.0,87265.0
AccumulatedDepreciation,-30979.0,-18329.0,-5790.0
GrossPPE,100083.0,99858.0,93055.0
OtherProperties,63542.0,63542.0,63542.0
MachineryFurnitureEquipment,36541.0,36316.0,29513.0
CurrentAssets,241481.0,178794.0,183014.0
PrepaidAssets,75270.0,109915.0,166385.0
Receivables,161200.0,15933.0,10545.0
OtherReceivables,,15933.0,
TaxesReceivable,,,10545.0
AccountsReceivable,161200.0,,
CashCashEquivalentsAndShortTermInvestments,5011.0,52946.0,6084.0
CashAndCashEquivalents,5011.0,52946.0,6084.0
