,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,21841215.0,21400163.0,21192204.0,8326648.0,8330918.0
ShareIssued,21841215.0,21400163.0,21192204.0,8326648.0,8330918.0
TotalDebt,1595000.0,1559000.0,1388000.0,1498000.0,1614000.0
TangibleBookValue,39501000.0,43257000.0,46813000.0,13426000.0,17393000.0
InvestedCapital,39501000.0,43257000.0,46813000.0,13426000.0,17393000.0
WorkingCapital,38139000.0,42038000.0,45691000.0,12320000.0,16256000.0
NetTangibleAssets,39501000.0,43257000.0,46813000.0,13426000.0,17393000.0
CapitalLeaseObligations,1595000.0,1559000.0,1388000.0,1498000.0,1614000.0
CommonStockEquity,39501000.0,43257000.0,46813000.0,13426000.0,17393000.0
TotalCapitalization,39501000.0,43257000.0,46813000.0,13426000.0,17393000.0
TotalEquityGrossMinorityInterest,39501000.0,43257000.0,46813000.0,13426000.0,17393000.0
StockholdersEquity,39501000.0,43257000.0,46813000.0,13426000.0,17393000.0
RetainedEarnings,-221501000.0,-216096000.0,-210918000.0,-205841000.0,-201585000.0
AdditionalPaidInCapital,261000000.0,259351000.0,257729000.0,219266000.0,218977000.0
CapitalStock,2000.0,2000.0,2000.0,1000.0,1000.0
CommonStock,2000.0,2000.0,2000.0,1000.0,1000.0
PreferredStock,,,,0.0,
TotalLiabilitiesNetMinorityInterest,8142000.0,6763000.0,6825000.0,6495000.0,7260000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2122000.0,2073000.0,1996000.0,2112000.0,2190000.0
EmployeeBenefits,1084000.0,1011000.0,1026000.0,1031000.0,995000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,1084000.0,1011000.0,1026000.0,1031000.0,995000.0
LongTermDebtAndCapitalLeaseObligation,1038000.0,1062000.0,970000.0,1081000.0,1195000.0
LongTermCapitalLeaseObligation,1038000.0,1062000.0,970000.0,1081000.0,1195000.0
CurrentLiabilities,6020000.0,4690000.0,4829000.0,4383000.0,5070000.0
CurrentDebtAndCapitalLeaseObligation,557000.0,497000.0,418000.0,417000.0,419000.0
CurrentCapitalLeaseObligation,557000.0,497000.0,418000.0,417000.0,419000.0
PensionandOtherPostRetirementBenefitPlansCurrent,2188000.0,1571000.0,1263000.0,970000.0,1853000.0
PayablesAndAccruedExpenses,3275000.0,2622000.0,3148000.0,2996000.0,2798000.0
CurrentAccruedExpenses,2146000.0,1907000.0,2259000.0,2219000.0,2009000.0
Payables,1129000.0,715000.0,889000.0,777000.0,789000.0
OtherPayable,190000.0,115000.0,121000.0,170000.0,130000.0
AccountsPayable,939000.0,600000.0,768000.0,607000.0,659000.0
TotalAssets,47643000.0,50020000.0,53638000.0,19921000.0,24653000.0
TotalNonCurrentAssets,3484000.0,3292000.0,3118000.0,3218000.0,3327000.0
DefinedPensionBenefit,951000.0,847000.0,857000.0,859000.0,856000.0
NetPPE,2533000.0,2445000.0,2261000.0,2359000.0,2471000.0
AccumulatedDepreciation,-2040000.0,,,,-1908000.0
GrossPPE,4573000.0,2445000.0,2261000.0,2359000.0,4379000.0
Leases,724000.0,,,,494000.0
OtherProperties,1473000.0,2445000.0,2261000.0,2359000.0,1554000.0
MachineryFurnitureEquipment,2376000.0,,,,2331000.0
CurrentAssets,44159000.0,46728000.0,50520000.0,16703000.0,21326000.0
PrepaidAssets,578000.0,476000.0,56000.0,394000.0,655000.0
Inventory,2106000.0,1846000.0,1689000.0,1697000.0,1621000.0
FinishedGoods,210000.0,191000.0,177000.0,138000.0,179000.0
WorkInProcess,562000.0,634000.0,513000.0,690000.0,510000.0
RawMaterials,1334000.0,1021000.0,999000.0,869000.0,932000.0
Receivables,2452000.0,1408000.0,1782000.0,1727000.0,1247000.0
OtherReceivables,648000.0,363000.0,312000.0,310000.0,213000.0
AccountsReceivable,1804000.0,1045000.0,1470000.0,1417000.0,1034000.0
CashCashEquivalentsAndShortTermInvestments,39023000.0,42998000.0,46993000.0,12885000.0,17803000.0
OtherShortTermInvestments,29383000.0,29159000.0,35448000.0,8657000.0,13171000.0
CashAndCashEquivalents,9640000.0,13839000.0,11545000.0,4228000.0,4632000.0
