,2023-06-30,2022-12-31
TreasurySharesNumber,,425000.0
OrdinarySharesNumber,403869798.0,393283886.0
ShareIssued,403869798.0,393708886.0
TotalDebt,12117000.0,10969000.0
TangibleBookValue,-85245000.0,202633000.0
InvestedCapital,-84553000.0,203503000.0
WorkingCapital,-151554000.0,147963000.0
NetTangibleAssets,-85245000.0,202633000.0
CapitalLeaseObligations,12117000.0,10969000.0
CommonStockEquity,-84553000.0,203503000.0
TotalCapitalization,-84553000.0,203503000.0
TotalEquityGrossMinorityInterest,-84553000.0,203503000.0
StockholdersEquity,-84553000.0,203503000.0
GainsLossesNotAffectingRetainedEarnings,373968000.0,277802000.0
OtherEquityAdjustments,373968000.0,277802000.0
TreasuryStock,185000.0,279000.0
RetainedEarnings,-1355690000.0,-970198000.0
AdditionalPaidInCapital,843158000.0,843074000.0
CapitalStock,54196000.0,53104000.0
CommonStock,54196000.0,53104000.0
TotalLiabilitiesNetMinorityInterest,353565000.0,85328000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,11431000.0,12312000.0
OtherNonCurrentLiabilities,19000.0,21000.0
TradeandOtherPayablesNonCurrent,1850000.0,3483000.0
NonCurrentDeferredLiabilities,0.0,10000.0
NonCurrentDeferredTaxesLiabilities,0.0,10000.0
LongTermDebtAndCapitalLeaseObligation,9110000.0,8353000.0
LongTermCapitalLeaseObligation,9110000.0,8353000.0
LongTermProvisions,452000.0,445000.0
CurrentLiabilities,342134000.0,73016000.0
OtherCurrentLiabilities,299900000.0,28867000.0
CurrentDebtAndCapitalLeaseObligation,3007000.0,2616000.0
CurrentCapitalLeaseObligation,3007000.0,2616000.0
PensionandOtherPostRetirementBenefitPlansCurrent,43000.0,1046000.0
CurrentProvisions,699000.0,730000.0
PayablesAndAccruedExpenses,38485000.0,39757000.0
CurrentAccruedExpenses,,16937000.0
Payables,38485000.0,22820000.0
TotalTaxPayable,260000.0,3625000.0
IncomeTaxPayable,260000.0,128000.0
AccountsPayable,38225000.0,19195000.0
TotalAssets,269012000.0,288831000.0
TotalNonCurrentAssets,78432000.0,67852000.0
NonCurrentPrepaidAssets,20639000.0,16873000.0
InvestmentsAndAdvances,12245000.0,13410000.0
LongTermEquityInvestment,12245000.0,13410000.0
InvestmentsinAssociatesatCost,12245000.0,13410000.0
GoodwillAndOtherIntangibleAssets,692000.0,870000.0
OtherIntangibleAssets,,870000.0
NetPPE,44856000.0,36699000.0
AccumulatedDepreciation,,-18417000.0
GrossPPE,44856000.0,55116000.0
ConstructionInProgress,8684000.0,2887000.0
OtherProperties,,19520000.0
MachineryFurnitureEquipment,20435000.0,9822000.0
BuildingsAndImprovements,15737000.0,22887000.0
Properties,0.0,0.0
CurrentAssets,190580000.0,220979000.0
OtherCurrentAssets,468000.0,711000.0
PrepaidAssets,7270000.0,18835000.0
Receivables,2361000.0,1865000.0
TaxesReceivable,2361000.0,1865000.0
CashCashEquivalentsAndShortTermInvestments,180481000.0,199568000.0
OtherShortTermInvestments,60094000.0,19987000.0
CashAndCashEquivalents,120387000.0,179581000.0
CashEquivalents,,49385000.0
CashFinancial,,130196000.0
