,2023-03-31
OrdinarySharesNumber,164070767.0
ShareIssued,164070767.0
NetDebt,7331648.0
TotalDebt,8326715.0
TangibleBookValue,8499612.0
InvestedCapital,16719574.0
WorkingCapital,-701820.0
NetTangibleAssets,8499612.0
CapitalLeaseObligations,106753.0
CommonStockEquity,8499612.0
TotalCapitalization,16719574.0
TotalEquityGrossMinorityInterest,8499612.0
StockholdersEquity,8499612.0
OtherEquityInterest,-770677.0
GainsLossesNotAffectingRetainedEarnings,11590351.0
RetainedEarnings,-51894459.0
CapitalStock,49574397.0
CommonStock,49574397.0
TotalLiabilitiesNetMinorityInterest,11446757.0
TotalNonCurrentLiabilitiesNetMinorityInterest,8219962.0
LongTermDebtAndCapitalLeaseObligation,8219962.0
LongTermDebt,8219962.0
CurrentLiabilities,3226795.0
CurrentDebtAndCapitalLeaseObligation,106753.0
CurrentCapitalLeaseObligation,106753.0
PayablesAndAccruedExpenses,3120042.0
Payables,3120042.0
TotalTaxPayable,122999.0
IncomeTaxPayable,122999.0
AccountsPayable,2997043.0
TotalAssets,19946369.0
TotalNonCurrentAssets,17421394.0
NonCurrentPrepaidAssets,303248.0
NetPPE,17118146.0
AccumulatedDepreciation,-3913442.0
GrossPPE,21031588.0
Leases,13405394.0
OtherProperties,3156860.0
MachineryFurnitureEquipment,451462.0
BuildingsAndImprovements,4017872.0
Properties,0.0
CurrentAssets,2524975.0
RestrictedCash,245745.0
PrepaidAssets,215198.0
Inventory,750498.0
OtherInventories,423088.0
FinishedGoods,92855.0
WorkInProcess,234555.0
Receivables,425220.0
AccountsReceivable,425220.0
CashCashEquivalentsAndShortTermInvestments,888314.0
CashAndCashEquivalents,888314.0
CashFinancial,888314.0
