,2023-03-31
OrdinarySharesNumber,10425289.0
ShareIssued,10425289.0
TangibleBookValue,-458639.0
InvestedCapital,-458639.0
WorkingCapital,-529320.0
NetTangibleAssets,-458639.0
CommonStockEquity,-458639.0
TotalCapitalization,-458639.0
TotalEquityGrossMinorityInterest,-458639.0
StockholdersEquity,-458639.0
GainsLossesNotAffectingRetainedEarnings,5933.0
RetainedEarnings,-1823359.0
AdditionalPaidInCapital,1306948.0
CapitalStock,51839.0
CommonStock,51839.0
TotalLiabilitiesNetMinorityInterest,6086505.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,6086505.0
CurrentDeferredLiabilities,1344342.0
CurrentDeferredRevenue,1344342.0
PayablesAndAccruedExpenses,4742163.0
CurrentAccruedExpenses,1416514.0
Payables,3325649.0
DuetoRelatedPartiesCurrent,3045882.0
AccountsPayable,279767.0
TotalAssets,5627866.0
TotalNonCurrentAssets,70681.0
NetPPE,70681.0
AccumulatedDepreciation,-85521.0
GrossPPE,156202.0
MachineryFurnitureEquipment,156202.0
CurrentAssets,5557185.0
CurrentDeferredAssets,1986279.0
Receivables,3040700.0
OtherReceivables,375952.0
AccountsReceivable,2664748.0
AllowanceForDoubtfulAccountsReceivable,-855652.0
GrossAccountsReceivable,3520400.0
CashCashEquivalentsAndShortTermInvestments,530206.0
CashAndCashEquivalents,530206.0
