,2023-06-30
OrdinarySharesNumber,1494239175.0
ShareIssued,1494239175.0
TangibleBookValue,66303914.0
InvestedCapital,66303914.0
WorkingCapital,8069267.0
NetTangibleAssets,66303914.0
CommonStockEquity,66303914.0
TotalCapitalization,66303914.0
TotalEquityGrossMinorityInterest,66303914.0
StockholdersEquity,66303914.0
GainsLossesNotAffectingRetainedEarnings,16940765.0
OtherEquityAdjustments,14769159.0
ForeignCurrencyTranslationAdjustments,2171606.0
RetainedEarnings,-26362227.0
CapitalStock,75725376.0
CommonStock,75725376.0
TotalLiabilitiesNetMinorityInterest,5414427.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,5414427.0
PayablesAndAccruedExpenses,5414427.0
Payables,5414427.0
OtherPayable,451315.0
AccountsPayable,4963112.0
TotalAssets,71718341.0
TotalNonCurrentAssets,58234647.0
OtherNonCurrentAssets,81876.0
InvestmentsAndAdvances,5431647.0
OtherInvestments,4765257.0
LongTermEquityInvestment,666390.0
InvestmentsinAssociatesatCost,666390.0
NetPPE,52721124.0
AccumulatedDepreciation,-38289.0
GrossPPE,52759413.0
OtherProperties,52694287.0
MachineryFurnitureEquipment,65126.0
CurrentAssets,13483694.0
PrepaidAssets,30130.0
Receivables,308751.0
OtherReceivables,224948.0
AccountsReceivable,83803.0
CashCashEquivalentsAndShortTermInvestments,13144813.0
CashAndCashEquivalents,13144813.0
CashFinancial,13144813.0
