,2023-09-30
TreasurySharesNumber,0.0
OrdinarySharesNumber,35436381.0
ShareIssued,35436381.0
TotalDebt,9750000.0
TangibleBookValue,-1094000.0
InvestedCapital,4205000.0
WorkingCapital,814000.0
NetTangibleAssets,-1094000.0
CapitalLeaseObligations,4451000.0
CommonStockEquity,-1094000.0
TotalCapitalization,860000.0
TotalEquityGrossMinorityInterest,-1094000.0
StockholdersEquity,-1094000.0
GainsLossesNotAffectingRetainedEarnings,-4000.0
OtherEquityAdjustments,-4000.0
RetainedEarnings,-91343000.0
AdditionalPaidInCapital,90249000.0
CapitalStock,4000.0
CommonStock,4000.0
TotalLiabilitiesNetMinorityInterest,19681000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,8808000.0
OtherNonCurrentLiabilities,508000.0
PreferredSecuritiesOutsideStockEquity,0.0
DerivativeProductLiabilities,2951000.0
LongTermDebtAndCapitalLeaseObligation,5349000.0
LongTermCapitalLeaseObligation,3395000.0
LongTermDebt,1954000.0
CurrentLiabilities,10873000.0
CurrentDebtAndCapitalLeaseObligation,4401000.0
CurrentCapitalLeaseObligation,1056000.0
CurrentDebt,3345000.0
OtherCurrentBorrowings,2461000.0
CurrentNotesPayable,884000.0
PensionandOtherPostRetirementBenefitPlansCurrent,2014000.0
PayablesAndAccruedExpenses,4458000.0
CurrentAccruedExpenses,2967000.0
Payables,1491000.0
AccountsPayable,1491000.0
TotalAssets,18587000.0
TotalNonCurrentAssets,6900000.0
OtherNonCurrentAssets,148000.0
FinancialAssets,1290000.0
NetPPE,5462000.0
AccumulatedDepreciation,-891000.0
GrossPPE,6353000.0
OtherProperties,4331000.0
MachineryFurnitureEquipment,2022000.0
CurrentAssets,11687000.0
OtherCurrentAssets,1540000.0
CashCashEquivalentsAndShortTermInvestments,10147000.0
CashAndCashEquivalents,10147000.0
CashFinancial,10147000.0
