,2022-12-31
TreasurySharesNumber,0.0
OrdinarySharesNumber,813421641.0
ShareIssued,813421641.0
TangibleBookValue,28581693.0
InvestedCapital,28581693.0
WorkingCapital,14059777.0
NetTangibleAssets,28581693.0
CommonStockEquity,28581693.0
TotalCapitalization,28581693.0
TotalEquityGrossMinorityInterest,28581693.0
StockholdersEquity,28581693.0
RetainedEarnings,-29473819.0
AdditionalPaidInCapital,54489977.0
CapitalStock,0.0
CommonStock,0.0
TotalLiabilitiesNetMinorityInterest,398782.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,398782.0
Payables,398782.0
AccountsPayable,398782.0
TotalAssets,28980475.0
TotalNonCurrentAssets,14521916.0
NetPPE,13304918.0
GrossPPE,13300525.0
Properties,13300525.0
CurrentAssets,14458559.0
Inventory,59842.0
AccountsReceivable,668467.0
CashCashEquivalentsAndShortTermInvestments,13730250.0
CashAndCashEquivalents,13730250.0
