,2022-12-31
PreferredSharesNumber,15340000.0
OrdinarySharesNumber,59171883.0
ShareIssued,59171883.0
NetDebt,5329000000.0
TotalDebt,18823000000.0
TangibleBookValue,11847000000.0
InvestedCapital,30768000000.0
NetTangibleAssets,15493000000.0
CapitalLeaseObligations,413000000.0
CommonStockEquity,12358000000.0
PreferredStockEquity,3646000000.0
TotalCapitalization,21374000000.0
TotalEquityGrossMinorityInterest,16295000000.0
MinorityInterest,291000000.0
StockholdersEquity,16004000000.0
GainsLossesNotAffectingRetainedEarnings,-1911000000.0
RetainedEarnings,8951000000.0
AdditionalPaidInCapital,5318000000.0
CapitalStock,3646000000.0
PreferredStock,3646000000.0
TotalLiabilitiesNetMinorityInterest,195498000000.0
DerivativeProductLiabilities,333000000.0
EmployeeBenefits,848000000.0
NonCurrentDeferredLiabilities,26000000.0
NonCurrentDeferredTaxesLiabilities,26000000.0
LongTermDebtAndCapitalLeaseObligation,5783000000.0
LongTermCapitalLeaseObligation,413000000.0
LongTermDebt,5370000000.0
LongTermProvisions,303000000.0
CurrentDebtAndCapitalLeaseObligation,13040000000.0
CurrentDebt,13040000000.0
OtherCurrentBorrowings,13040000000.0
TotalAssets,211793000000.0
InvestmentsAndAdvances,120054000000.0
HeldToMaturitySecurities,91321000000.0
AvailableForSaleSecurities,2664000000.0
GoodwillAndOtherIntangibleAssets,511000000.0
OtherIntangibleAssets,136000000.0
Goodwill,375000000.0
NetPPE,729000000.0
AccumulatedDepreciation,-529000000.0
GrossPPE,1258000000.0
Leases,164000000.0
OtherProperties,335000000.0
MachineryFurnitureEquipment,756000000.0
BuildingsAndImprovements,3000000.0
Receivables,788000000.0
AccountsReceivable,788000000.0
OtherShortTermInvestments,26069000000.0
CashAndCashEquivalents,13081000000.0
CashEquivalents,0.0
CashFinancial,1293000000.0
