,2023-06-30,2022-12-31
TreasurySharesNumber,0.0,
OrdinarySharesNumber,50900057.0,27705227.0
ShareIssued,50900057.0,27705227.0
NetDebt,3416960.0,6489033.0
TotalDebt,18804045.0,25194477.0
TangibleBookValue,-47001117.0,-40635961.0
InvestedCapital,6139212.0,19369821.0
WorkingCapital,-8135344.0,872993.0
NetTangibleAssets,-47001117.0,-40635961.0
CapitalLeaseObligations,12762653.0,12984875.0
CommonStockEquity,97820.0,7160219.0
TotalCapitalization,647441.0,9811767.0
TotalEquityGrossMinorityInterest,6139785.0,13954836.0
MinorityInterest,6041965.0,6794617.0
StockholdersEquity,97820.0,7160219.0
OtherEquityInterest,-1900857.0,-1900857.0
GainsLossesNotAffectingRetainedEarnings,-33697262.0,-32933714.0
RetainedEarnings,-78522639.0,-68539210.0
CapitalStock,114218578.0,110534000.0
CommonStock,114218578.0,110534000.0
TotalLiabilitiesNetMinorityInterest,69262082.0,77304791.0
TotalNonCurrentLiabilitiesNetMinorityInterest,51777357.0,53927337.0
DerivativeProductLiabilities,36488594.0,36488594.0
DuetoRelatedPartiesNonCurrent,1812.0,1729.0
TradeandOtherPayablesNonCurrent,0.0,0.0
NonCurrentDeferredLiabilities,3300516.0,3391129.0
NonCurrentDeferredTaxesLiabilities,3300516.0,3391129.0
LongTermDebtAndCapitalLeaseObligation,11986435.0,14045885.0
LongTermCapitalLeaseObligation,11436814.0,11394337.0
LongTermDebt,549621.0,2651548.0
CurrentLiabilities,17484725.0,23377454.0
CurrentDeferredLiabilities,5050855.0,6391993.0
CurrentDeferredRevenue,5050855.0,6391993.0
CurrentDebtAndCapitalLeaseObligation,6817610.0,11148592.0
CurrentCapitalLeaseObligation,1325839.0,1590538.0
CurrentDebt,5491771.0,9558054.0
OtherCurrentBorrowings,5491771.0,9558054.0
PayablesAndAccruedExpenses,5616260.0,5836869.0
CurrentAccruedExpenses,3391966.0,2495382.0
Payables,2224294.0,3341487.0
OtherPayable,,1007222.0
TotalTaxPayable,0.0,661959.0
IncomeTaxPayable,0.0,355023.0
AccountsPayable,2224294.0,1672306.0
TotalAssets,75401867.0,91259627.0
TotalNonCurrentAssets,66052486.0,67009180.0
OtherNonCurrentAssets,26286.0,26108.0
DuefromRelatedPartiesNonCurrent,5566247.0,5288264.0
NonCurrentAccountsReceivable,6334229.0,6020980.0
InvestmentsAndAdvances,44413.0,29071.0
OtherInvestments,,29071.0
GoodwillAndOtherIntangibleAssets,47098937.0,47796180.0
OtherIntangibleAssets,15421531.0,16107293.0
Goodwill,31677406.0,31688887.0
NetPPE,12548621.0,13136841.0
AccumulatedDepreciation,,-14629503.0
GrossPPE,12548621.0,27766344.0
Leases,,6187560.0
OtherProperties,12548621.0,527492.0
MachineryFurnitureEquipment,,1332976.0
BuildingsAndImprovements,,18231598.0
LandAndImprovements,,1486718.0
Properties,,0.0
CurrentAssets,9349381.0,24250447.0
OtherCurrentAssets,1238196.0,126779.0
RestrictedCash,0.0,11108816.0
PrepaidAssets,,964008.0
Inventory,1171728.0,1001977.0
FinishedGoods,,1000861.0
RawMaterials,,1116.0
Receivables,4315025.0,5328298.0
OtherReceivables,88594.0,120304.0
DuefromRelatedPartiesCurrent,252060.0,351357.0
TaxesReceivable,130957.0,
AccountsReceivable,3843414.0,4856637.0
CashCashEquivalentsAndShortTermInvestments,2624432.0,5720569.0
CashAndCashEquivalents,2624432.0,5720569.0
