,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,62003100.0,47087637.0,46681697.0
ShareIssued,62003100.0,47087637.0,46681697.0
NetDebt,8527174.0,8865843.0,7974530.0
TotalDebt,10792529.0,10613814.0,9832018.0
TangibleBookValue,-9207344.0,-8920859.0,-7643942.0
InvestedCapital,21881513.0,22214171.0,23608702.0
WorkingCapital,-4514309.0,-1436382.0,-2666251.0
NetTangibleAssets,-9207344.0,-8920859.0,-7643942.0
CapitalLeaseObligations,1101681.0,1242584.0,673893.0
CommonStockEquity,12190665.0,12842941.0,14450577.0
TotalCapitalization,18074809.0,21248040.0,20000198.0
TotalEquityGrossMinorityInterest,12190665.0,12842941.0,14450577.0
StockholdersEquity,12190665.0,12842941.0,14450577.0
OtherEquityInterest,3116551.0,2414449.0,2297891.0
GainsLossesNotAffectingRetainedEarnings,-92521.0,-44811.0,-54316.0
TreasuryStock,12000.0,12000.0,12000.0
RetainedEarnings,-21991819.0,-20360332.0,-18525995.0
AdditionalPaidInCapital,32458.0,32458.0,32458.0
CapitalStock,31137996.0,30813177.0,30712539.0
CommonStock,31137996.0,30813177.0,30712539.0
TotalLiabilitiesNetMinorityInterest,13486491.0,12943557.0,12411705.0
TotalNonCurrentLiabilitiesNetMinorityInterest,7092184.0,10058607.0,7008598.0
TradeandOtherPayablesNonCurrent,0.0,0.0,374160.0
NonCurrentDeferredLiabilities,746791.0,746791.0,746791.0
NonCurrentDeferredTaxesLiabilities,746791.0,746791.0,746791.0
LongTermDebtAndCapitalLeaseObligation,6345393.0,9311816.0,5887647.0
LongTermCapitalLeaseObligation,461249.0,906717.0,338026.0
LongTermDebt,5884144.0,8405099.0,5549621.0
CurrentLiabilities,6394307.0,2884950.0,5403107.0
CurrentDeferredLiabilities,36165.0,50817.0,68189.0
CurrentDeferredRevenue,36165.0,50817.0,68189.0
CurrentDebtAndCapitalLeaseObligation,4447136.0,1301998.0,3944371.0
CurrentCapitalLeaseObligation,640432.0,335867.0,335867.0
CurrentDebt,3806704.0,966131.0,3608504.0
OtherCurrentBorrowings,3522782.0,803479.0,3523215.0
LineOfCredit,283922.0,162652.0,85289.0
PayablesAndAccruedExpenses,1911006.0,1532135.0,1390547.0
Payables,1911006.0,1532135.0,1390547.0
AccountsPayable,1911006.0,1532135.0,1390547.0
TotalAssets,25677156.0,25786498.0,26862282.0
TotalNonCurrentAssets,23797158.0,24337930.0,24125426.0
OtherNonCurrentAssets,,,1.0
GoodwillAndOtherIntangibleAssets,21398009.0,21763800.0,22094519.0
OtherIntangibleAssets,10666129.0,11031920.0,11362639.0
Goodwill,10731880.0,10731880.0,10731880.0
NetPPE,2399149.0,2574130.0,2030906.0
AccumulatedDepreciation,-729591.0,-677166.0,-626028.0
GrossPPE,3128740.0,3251296.0,2656934.0
OtherProperties,1022362.0,1160542.0,580519.0
MachineryFurnitureEquipment,786552.0,770928.0,756589.0
BuildingsAndImprovements,1319826.0,1319826.0,1319826.0
Properties,0.0,0.0,0.0
CurrentAssets,1879998.0,1448568.0,2736856.0
PrepaidAssets,122834.0,202370.0,292884.0
Inventory,31947.0,31947.0,31947.0
Receivables,561543.0,708864.0,1228430.0
OtherReceivables,136084.0,136084.0,136084.0
TaxesReceivable,16293.0,-9657.0,34605.0
AccountsReceivable,409166.0,582437.0,1057741.0
AllowanceForDoubtfulAccountsReceivable,-23751.0,-24103.0,-25916.0
GrossAccountsReceivable,432917.0,606540.0,1083657.0
CashCashEquivalentsAndShortTermInvestments,1163674.0,505387.0,1183595.0
CashAndCashEquivalents,1163674.0,505387.0,1183595.0
CashFinancial,1163674.0,505387.0,1183595.0
