,2022-12-31
OrdinarySharesNumber,707108997.0
ShareIssued,707108997.0
TotalDebt,5041000.0
TangibleBookValue,-1556331000.0
InvestedCapital,-1547965000.0
WorkingCapital,-1517086000.0
NetTangibleAssets,-1556331000.0
CapitalLeaseObligations,0.0
CommonStockEquity,-1553006000.0
TotalCapitalization,-1553006000.0
TotalEquityGrossMinorityInterest,-1528830000.0
MinorityInterest,24176000.0
StockholdersEquity,-1553006000.0
GainsLossesNotAffectingRetainedEarnings,-38555000.0
OtherEquityAdjustments,-38555000.0
RetainedEarnings,-15043695000.0
AdditionalPaidInCapital,13528796000.0
CapitalStock,448000.0
CommonStock,448000.0
TotalLiabilitiesNetMinorityInterest,1710286000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,28825000.0
OtherNonCurrentLiabilities,28825000.0
LongTermDebtAndCapitalLeaseObligation,0.0
LongTermCapitalLeaseObligation,0.0
CurrentLiabilities,1681461000.0
OtherCurrentLiabilities,33725000.0
CurrentDeferredLiabilities,86166000.0
CurrentDeferredRevenue,86166000.0
CurrentDebtAndCapitalLeaseObligation,5041000.0
CurrentCapitalLeaseObligation,0.0
CurrentDebt,5041000.0
LineOfCredit,5041000.0
PayablesAndAccruedExpenses,1556529000.0
CurrentAccruedExpenses,251820000.0
Payables,1304709000.0
AccountsPayable,1304709000.0
TotalAssets,181456000.0
TotalNonCurrentAssets,17081000.0
InvestmentsAndAdvances,13756000.0
GoodwillAndOtherIntangibleAssets,3325000.0
OtherIntangibleAssets,3325000.0
Goodwill,0.0
NetPPE,0.0
AccumulatedDepreciation,0.0
GrossPPE,0.0
Leases,0.0
MachineryFurnitureEquipment,0.0
Properties,0.0
CurrentAssets,164375000.0
OtherCurrentAssets,61981000.0
RestrictedCash,28041000.0
PrepaidAssets,61981000.0
Inventory,0.0
InventoriesAdjustmentsAllowances,0.0
FinishedGoods,0.0
RawMaterials,0.0
Receivables,8014000.0
AccountsReceivable,8014000.0
CashCashEquivalentsAndShortTermInvestments,66339000.0
OtherShortTermInvestments,45424000.0
CashAndCashEquivalents,20915000.0
