,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,26409202.0,3112716.0,24901531.0
ShareIssued,26409202.0,3112716.0,24901531.0
NetDebt,18269888.0,21186296.0,19436279.0
TotalDebt,53024755.0,53126654.0,54009314.0
TangibleBookValue,3671573.0,6230783.0,11029323.0
InvestedCapital,83118550.0,86067059.0,92101836.0
WorkingCapital,1590515.0,4044517.0,15587999.0
NetTangibleAssets,3671576.0,6230787.0,11029328.0
CapitalLeaseObligations,30925904.0,31465058.0,31899494.0
CommonStockEquity,61019699.0,64405463.0,69992016.0
PreferredStockEquity,3.0,4.0,5.0
TotalCapitalization,67222161.0,70563256.0,81473891.0
TotalEquityGrossMinorityInterest,61019702.0,64405467.0,69992021.0
StockholdersEquity,61019702.0,64405467.0,69992021.0
RetainedEarnings,-82055404.0,-77503538.0,-71751827.0
AdditionalPaidInCapital,143072462.0,141906511.0,141723921.0
CapitalStock,2644.0,2494.0,19927.0
CommonStock,2641.0,2490.0,19922.0
PreferredStock,3.0,4.0,5.0
TotalLiabilitiesNetMinorityInterest,81591223.0,77539258.0,75640193.0
TotalNonCurrentLiabilitiesNetMinorityInterest,35178962.0,36020461.0,42325327.0
PreferredSecuritiesOutsideStockEquity,,,0.0
NonCurrentDeferredLiabilities,333708.0,625617.0,988150.0
NonCurrentDeferredTaxesLiabilities,333708.0,625617.0,988150.0
LongTermDebtAndCapitalLeaseObligation,34845254.0,35394844.0,41337177.0
LongTermCapitalLeaseObligation,28642795.0,29237055.0,29855307.0
LongTermDebt,6202459.0,6157789.0,11481870.0
CurrentLiabilities,46412261.0,41518797.0,33314866.0
CurrentDeferredLiabilities,5854696.0,5700142.0,5284285.0
CurrentDeferredRevenue,5854696.0,5700142.0,5284285.0
CurrentDebtAndCapitalLeaseObligation,18179501.0,17731810.0,12672137.0
CurrentCapitalLeaseObligation,2283109.0,2228003.0,2044187.0
CurrentDebt,15896392.0,15503807.0,10627950.0
OtherCurrentBorrowings,15341392.0,14968807.0,10627950.0
CurrentNotesPayable,555000.0,535000.0,
PayablesAndAccruedExpenses,22378064.0,18086845.0,15358444.0
CurrentAccruedExpenses,6570507.0,6256263.0,6749890.0
Payables,15807557.0,11830582.0,8608554.0
AccountsPayable,15807557.0,11830582.0,8608554.0
TotalAssets,142610925.0,141944725.0,145632214.0
TotalNonCurrentAssets,94608149.0,96381411.0,96729349.0
OtherNonCurrentAssets,1693603.0,1991363.0,1277060.0
NonCurrentPrepaidAssets,,,578545.0
GoodwillAndOtherIntangibleAssets,57348126.0,58174680.0,58962693.0
OtherIntangibleAssets,34668042.0,35494596.0,36282609.0
Goodwill,22680084.0,22680084.0,22680084.0
NetPPE,35566420.0,36215368.0,35911051.0
AccumulatedDepreciation,,,-8301302.0
GrossPPE,35566420.0,36215368.0,44212353.0
OtherProperties,35566420.0,36215368.0,16407566.0
MachineryFurnitureEquipment,,,11107861.0
BuildingsAndImprovements,,,16696926.0
Properties,,,0.0
CurrentAssets,48002776.0,45563314.0,48902865.0
OtherCurrentAssets,2134045.0,2449395.0,2428223.0
Inventory,24019013.0,25262659.0,25258369.0
FinishedGoods,10764288.0,11943087.0,12975669.0
WorkInProcess,3528187.0,3236331.0,3165876.0
RawMaterials,9726538.0,10083241.0,9116824.0
Receivables,18020755.0,17375960.0,18542732.0
OtherReceivables,1392007.0,1835432.0,1402788.0
AccountsReceivable,16628748.0,15540528.0,17139944.0
AllowanceForDoubtfulAccountsReceivable,,,-52531.0
GrossAccountsReceivable,,,17192475.0
CashCashEquivalentsAndShortTermInvestments,3828963.0,475300.0,2673541.0
CashAndCashEquivalents,3828963.0,475300.0,2673541.0
CashFinancial,3828963.0,475300.0,2673541.0
