,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,29650351.0,28843826.0,27973942.0,26796116.0,25917558.0
OrdinarySharesNumber,34397649.0,35188336.0,36040590.0,37212219.0,37862970.0
ShareIssued,64048000.0,64032162.0,64014532.0,64008335.0,63780528.0
NetDebt,2077000000.0,475000000.0,,,264000000.0
TotalDebt,14783000000.0,14316000000.0,14586000000.0,12665000000.0,13037000000.0
TangibleBookValue,-7183000000.0,-5089000000.0,-5208000000.0,-3519000000.0,-1854000000.0
InvestedCapital,11440000000.0,13144000000.0,13388000000.0,13200000000.0,15267000000.0
WorkingCapital,3704000000.0,5647000000.0,6868000000.0,6562000000.0,7324000000.0
NetTangibleAssets,-7183000000.0,-5089000000.0,-5208000000.0,-3519000000.0,-1854000000.0
CapitalLeaseObligations,599000000.0,547000000.0,533000000.0,539000000.0,552000000.0
CommonStockEquity,-2744000000.0,-625000000.0,-665000000.0,1074000000.0,2782000000.0
TotalCapitalization,9479000000.0,11231000000.0,12533000000.0,12346000000.0,14767000000.0
TotalEquityGrossMinorityInterest,-2744000000.0,-625000000.0,-665000000.0,1074000000.0,2782000000.0
StockholdersEquity,-2744000000.0,-625000000.0,-665000000.0,1074000000.0,2782000000.0
GainsLossesNotAffectingRetainedEarnings,-323000000.0,-285000000.0,-291000000.0,-267000000.0,-267000000.0
OtherEquityAdjustments,-323000000.0,-285000000.0,-291000000.0,-267000000.0,-267000000.0
TreasuryStock,41426000000.0,38944000000.0,36319000000.0,33178000000.0,30983000000.0
RetainedEarnings,31830000000.0,31608000000.0,29097000000.0,27807000000.0,27541000000.0
AdditionalPaidInCapital,7175000000.0,6996000000.0,6848000000.0,6712000000.0,6491000000.0
CapitalStock,0.0,0.0,0.0,0.0,0.0
CommonStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,27086000000.0,26260000000.0,27223000000.0,24132000000.0,22579000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,13756000000.0,13428000000.0,14742000000.0,13062000000.0,14105000000.0
OtherNonCurrentLiabilities,161000000.0,160000000.0,157000000.0,172000000.0,172000000.0
TradeandOtherPayablesNonCurrent,515000000.0,515000000.0,516000000.0,711000000.0,711000000.0
NonCurrentDeferredLiabilities,258000000.0,350000000.0,338000000.0,368000000.0,685000000.0
