,2023-09-30
OrdinarySharesNumber,107803624.0
ShareIssued,107803624.0
TangibleBookValue,1346118.0
InvestedCapital,1720034.0
WorkingCapital,43555.0
NetTangibleAssets,1346778.0
CommonStockEquity,1720034.0
PreferredStockEquity,660.0
TotalCapitalization,1720694.0
TotalEquityGrossMinorityInterest,1720694.0
StockholdersEquity,1720694.0
RetainedEarnings,-6144889.0
AdditionalPaidInCapital,7757120.0
CapitalStock,108463.0
CommonStock,107803.0
PreferredStock,660.0
TotalLiabilitiesNetMinorityInterest,46022.0
TotalNonCurrentLiabilitiesNetMinorityInterest,-108463.0
CurrentLiabilities,154485.0
CurrentDeferredLiabilities,0.0
PayablesAndAccruedExpenses,154485.0
Payables,154485.0
DuetoRelatedPartiesCurrent,154485.0
TotalAssets,1766716.0
TotalNonCurrentAssets,1568676.0
OtherNonCurrentAssets,513000.0
NonCurrentDeferredAssets,285515.0
NonCurrentDeferredTaxesAssets,285515.0
NonCurrentAccountsReceivable,396245.0
GoodwillAndOtherIntangibleAssets,373916.0
OtherIntangibleAssets,171009.0
Goodwill,202907.0
CurrentAssets,198040.0
CashCashEquivalentsAndShortTermInvestments,198040.0
OtherShortTermInvestments,0.0
CashAndCashEquivalents,198040.0
