,2022-12-31
OrdinarySharesNumber,1530785824.0
ShareIssued,1530785824.0
TangibleBookValue,21102777.0
InvestedCapital,21102777.0
WorkingCapital,3333559.0
NetTangibleAssets,21102777.0
CommonStockEquity,21102777.0
TotalCapitalization,21102777.0
TotalEquityGrossMinorityInterest,21102777.0
StockholdersEquity,21102777.0
GainsLossesNotAffectingRetainedEarnings,4983289.0
OtherEquityAdjustments,4805472.0
ForeignCurrencyTranslationAdjustments,177817.0
RetainedEarnings,-13423771.0
CapitalStock,29543259.0
CommonStock,29543259.0
TotalLiabilitiesNetMinorityInterest,650773.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,650773.0
PensionandOtherPostRetirementBenefitPlansCurrent,39600.0
PayablesAndAccruedExpenses,611173.0
Payables,611173.0
OtherPayable,37731.0
AccountsPayable,573442.0
TotalAssets,21753550.0
TotalNonCurrentAssets,17769218.0
OtherNonCurrentAssets,19913.0
InvestmentsAndAdvances,776600.0
InvestmentinFinancialAssets,776600.0
TradingSecurities,776600.0
NetPPE,16972705.0
GrossPPE,16972705.0
OtherProperties,16971499.0
MachineryFurnitureEquipment,1206.0
CurrentAssets,3984332.0
PrepaidAssets,80797.0
Receivables,29282.0
OtherReceivables,29282.0
CashCashEquivalentsAndShortTermInvestments,3874253.0
CashAndCashEquivalents,3874253.0
CashFinancial,3874253.0
