,2023-04-30
OrdinarySharesNumber,511361.0
ShareIssued,511361.0
NetDebt,2453675.0
TotalDebt,2647996.0
TangibleBookValue,-5175622.0
InvestedCapital,-2527626.0
WorkingCapital,-5180536.0
NetTangibleAssets,-5175622.0
CommonStockEquity,-5175622.0
TotalCapitalization,-5175622.0
TotalEquityGrossMinorityInterest,-5175622.0
StockholdersEquity,-5175622.0
OtherEquityInterest,283.0
GainsLossesNotAffectingRetainedEarnings,1905507.0
RetainedEarnings,-31970826.0
CapitalStock,24889414.0
CommonStock,24889414.0
TotalLiabilitiesNetMinorityInterest,6066387.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,6066387.0
OtherCurrentLiabilities,1107775.0
CurrentDeferredLiabilities,2009.0
CurrentDeferredRevenue,2009.0
CurrentDebtAndCapitalLeaseObligation,2647996.0
CurrentDebt,2647996.0
OtherCurrentBorrowings,311774.0
CurrentNotesPayable,2336222.0
PayablesAndAccruedExpenses,2308607.0
CurrentAccruedExpenses,647323.0
Payables,1661284.0
AccountsPayable,1661284.0
TotalAssets,890765.0
TotalNonCurrentAssets,4914.0
NetPPE,4914.0
CurrentAssets,885851.0
PrepaidAssets,395976.0
Inventory,142950.0
FinishedGoods,142950.0
Receivables,152604.0
TaxesReceivable,99725.0
AccountsReceivable,52879.0
CashCashEquivalentsAndShortTermInvestments,194321.0
OtherShortTermInvestments,0.0
CashAndCashEquivalents,194321.0
CashFinancial,194321.0
