,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,19283176.0,19283176.0,19283176.0
ShareIssued,19283176.0,19283176.0,19283176.0
NetDebt,214166950.0,187668405.0,173674523.0
TotalDebt,243339304.0,213139805.0,206713598.0
TangibleBookValue,-1724921753.0,-1608359084.0,-1596700877.0
InvestedCapital,-1453609802.0,-1367051857.0,-1360015007.0
WorkingCapital,-135858476.0,-133248877.0,-106150670.0
NetTangibleAssets,-1666356268.0,-1549793599.0,-1538135392.0
CapitalLeaseObligations,6891417.0,7369398.0,6237308.0
CommonStockEquity,-1690057689.0,-1572822264.0,-1560491297.0
PreferredStockEquity,58565485.0,58565485.0,58565485.0
TotalCapitalization,-1539512440.0,-1438262124.0,-1420257146.0
TotalEquityGrossMinorityInterest,-1613943133.0,-1498862917.0,-1487499524.0
MinorityInterest,17549071.0,15393862.0,14426288.0
StockholdersEquity,-1631492204.0,-1514256779.0,-1501925812.0
GainsLossesNotAffectingRetainedEarnings,-141989843.0,-64526486.0,-83132274.0
RetainedEarnings,-1548749396.0,-1508977328.0,-1478040573.0
CapitalStock,59247035.0,59247035.0,59247035.0
CommonStock,681550.0,681550.0,681550.0
PreferredStock,58565485.0,58565485.0,58565485.0
TotalLiabilitiesNetMinorityInterest,1894240020.0,1739722486.0,1742877297.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1591942663.0,1474658001.0,1481084562.0
OtherNonCurrentLiabilities,7283888.0,5723055.0,4162222.0
PreferredSecuritiesOutsideStockEquity,1481642473.0,1379164415.0,1368520061.0
DerivativeProductLiabilities,4538867.0,5671213.0,18509988.0
NonCurrentDeferredLiabilities,1832538.0,2942723.0,3399427.0
NonCurrentDeferredTaxesLiabilities,1832538.0,2942723.0,3399427.0
LongTermDebtAndCapitalLeaseObligation,96644897.0,81156595.0,86492864.0
LongTermCapitalLeaseObligation,4665133.0,5161940.0,4824198.0
LongTermDebt,91979764.0,75994655.0,81668666.0
CurrentLiabilities,302297357.0,265064485.0,261792735.0
CurrentDeferredLiabilities,7987660.0,6790618.0,6952536.0
CurrentDeferredRevenue,7987660.0,6790618.0,6952536.0
CurrentDebtAndCapitalLeaseObligation,146694407.0,131983210.0,120220734.0
CurrentCapitalLeaseObligation,2226284.0,2207458.0,1413110.0
CurrentDebt,144468123.0,129775752.0,118807624.0
OtherCurrentBorrowings,90964090.0,71476789.0,63977001.0
LineOfCredit,53504033.0,58298963.0,54830623.0
PayablesAndAccruedExpenses,147615290.0,126290657.0,134619465.0
CurrentAccruedExpenses,45366619.0,44026950.0,41292742.0
InterestPayable,19500210.0,13793509.0,11802181.0
Payables,102248671.0,82263707.0,93326723.0
OtherPayable,4922975.0,8200355.0,10247166.0
DuetoRelatedPartiesCurrent,20031376.0,18194302.0,19395710.0
TotalTaxPayable,58039805.0,42269950.0,46637693.0
AccountsPayable,19254515.0,13599100.0,17046154.0
TotalAssets,280296887.0,240859569.0,255377773.0
TotalNonCurrentAssets,113858006.0,109043961.0,99735708.0
OtherNonCurrentAssets,48665390.0,43767681.0,
NonCurrentPrepaidAssets,,,29722001.0
NonCurrentAccountsReceivable,,,4721177.0
InvestmentsAndAdvances,22906538.0,21798047.0,22440969.0
GoodwillAndOtherIntangibleAssets,34864064.0,35536820.0,36209580.0
OtherIntangibleAssets,16094376.0,16767132.0,17439892.0
Goodwill,18769688.0,18769688.0,18769688.0
NetPPE,7422014.0,7941413.0,6641981.0
AccumulatedDepreciation,,,-10493995.0
GrossPPE,7422014.0,7941413.0,17135976.0
Leases,,,2519936.0
OtherProperties,7422014.0,7941413.0,10042154.0
MachineryFurnitureEquipment,,,4573886.0
BuildingsAndImprovements,,,0.0
Properties,,,0.0
CurrentAssets,166438881.0,131815608.0,155642065.0
OtherCurrentAssets,-2500.0,18888438.0,25714888.0
CurrentDeferredAssets,6859973.0,,
RestrictedCash,72739314.0,69194629.0,70102863.0
PrepaidAssets,29093348.0,,18474484.0
Inventory,6280152.0,5066567.0,6115553.0
FinishedGoods,6280152.0,5066567.0,6115553.0
WorkInProcess,,,0.0
RawMaterials,,,0.0
Receivables,29187657.0,20563972.0,34147398.0
OtherReceivables,6025822.0,,7234999.0
TaxesReceivable,248801.0,,5405.0
AccountsReceivable,22913034.0,20563972.0,26906994.0
AllowanceForDoubtfulAccountsReceivable,-543569.0,-375581.0,0.0
GrossAccountsReceivable,23456603.0,20939553.0,26906994.0
CashCashEquivalentsAndShortTermInvestments,22280937.0,18102002.0,26801767.0
CashAndCashEquivalents,22280937.0,18102002.0,26801767.0
