,2023-11-30,2023-08-31,2023-02-28
OrdinarySharesNumber,141104808.0,141017308.0,126882308.0
ShareIssued,141104808.0,141017308.0,126882308.0
TotalDebt,,,40000.0
TangibleBookValue,10306001.0,10370032.0,7051762.0
InvestedCapital,10306001.0,10370032.0,7091762.0
WorkingCapital,3134188.0,3925909.0,1491920.0
NetTangibleAssets,10306001.0,10370032.0,7051762.0
CommonStockEquity,10306001.0,10370032.0,7051762.0
TotalCapitalization,10306001.0,10370032.0,7091762.0
TotalEquityGrossMinorityInterest,10306001.0,10370032.0,7051762.0
StockholdersEquity,10306001.0,10370032.0,7051762.0
RetainedEarnings,-18167197.0,-18100666.0,-19330311.0
AdditionalPaidInCapital,3898550.0,3900762.0,4007160.0
CapitalStock,24574648.0,24569936.0,22374913.0
CommonStock,24574648.0,24569936.0,22374913.0
TotalLiabilitiesNetMinorityInterest,82333.0,83533.0,141751.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,40000.0
LongTermDebtAndCapitalLeaseObligation,,,40000.0
LongTermDebt,,,40000.0
CurrentLiabilities,82333.0,83533.0,101751.0
PayablesAndAccruedExpenses,82333.0,83533.0,101751.0
TotalAssets,10388334.0,10453565.0,7193513.0
TotalNonCurrentAssets,7171813.0,6444123.0,5599842.0
NonCurrentAccountsReceivable,2532671.0,2465673.0,2362976.0
NetPPE,4639142.0,3978450.0,3236866.0
AccumulatedDepreciation,-29763.0,-27140.0,-40563.0
GrossPPE,4668905.0,4005590.0,3277429.0
OtherProperties,4616686.0,3954016.0,3210335.0
MachineryFurnitureEquipment,52219.0,51574.0,67094.0
CurrentAssets,3216521.0,4009442.0,1593671.0
PrepaidAssets,27863.0,12667.0,17536.0
Receivables,680247.0,658801.0,905095.0
OtherReceivables,675548.0,657677.0,902465.0
AccountsReceivable,4699.0,1124.0,2630.0
CashCashEquivalentsAndShortTermInvestments,2508411.0,3337974.0,671040.0
OtherShortTermInvestments,122720.0,139388.0,133052.0
CashAndCashEquivalents,2385691.0,3198586.0,537988.0
