,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,84400824.0,68239383.0,68239383.0,68239383.0
ShareIssued,84400824.0,68239383.0,68239383.0,68239383.0
TangibleBookValue,21243688.0,14769124.0,15724086.0,16616124.0
InvestedCapital,21243688.0,14769124.0,15724086.0,16616124.0
WorkingCapital,12770728.0,13752417.0,14671511.0,15531623.0
NetTangibleAssets,21243688.0,14769124.0,15724086.0,16616124.0
CommonStockEquity,21243688.0,14769124.0,15724086.0,16616124.0
TotalCapitalization,21243688.0,14769124.0,15724086.0,16616124.0
TotalEquityGrossMinorityInterest,21243688.0,14769124.0,15724086.0,16616124.0
StockholdersEquity,21243688.0,14769124.0,15724086.0,16616124.0
GainsLossesNotAffectingRetainedEarnings,-119138.0,-111834.0,-104945.0,-74613.0
OtherEquityAdjustments,-119138.0,-111834.0,-104945.0,-74613.0
RetainedEarnings,-31821829.0,-30935659.0,-29987586.0,-29125880.0
AdditionalPaidInCapital,5784203.0,5418189.0,5418189.0,5418189.0
CapitalStock,47400452.0,40398428.0,40398428.0,40398428.0
CommonStock,47400452.0,40398428.0,40398428.0,40398428.0
TotalLiabilitiesNetMinorityInterest,301618.0,238247.0,230204.0,235030.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0
CurrentLiabilities,301618.0,238247.0,230204.0,235030.0
CurrentDeferredLiabilities,,,,0.0
PayablesAndAccruedExpenses,301618.0,238247.0,230204.0,235030.0
Payables,301618.0,,230204.0,
DuetoRelatedPartiesCurrent,149596.0,,63915.0,
AccountsPayable,152022.0,,166289.0,
TotalAssets,21545306.0,15007371.0,15954290.0,16851154.0
TotalNonCurrentAssets,8472960.0,1016707.0,1052575.0,1084501.0
OtherNonCurrentAssets,74387.0,66349.0,68200.0,69224.0
NetPPE,8398573.0,950358.0,984375.0,1015277.0
AccumulatedDepreciation,-308611.0,-290660.0,-273757.0,-252316.0
GrossPPE,8707184.0,1241018.0,1258132.0,1267593.0
OtherProperties,8484107.0,1033608.0,1044933.0,1051194.0
MachineryFurnitureEquipment,223077.0,207410.0,213199.0,216399.0
CurrentAssets,13072346.0,13990664.0,14901715.0,15766653.0
PrepaidAssets,106107.0,127525.0,115067.0,91323.0
Receivables,76581.0,48969.0,27289.0,35380.0
AccountsReceivable,76581.0,48969.0,27289.0,35380.0
CashCashEquivalentsAndShortTermInvestments,12889658.0,13814170.0,14759359.0,15639950.0
CashAndCashEquivalents,12889658.0,13814170.0,14759359.0,15639950.0
