,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,99490386.0,99470553.0,99445074.0,99445074.0
ShareIssued,99490386.0,99470553.0,99445074.0,99445074.0
NetDebt,1294034000.0,1258155000.0,1234186000.0,1193671000.0
TotalDebt,1386714000.0,1369955000.0,1343917000.0,1300349000.0
TangibleBookValue,203982000.0,263878000.0,241276000.0,231176000.0
InvestedCapital,1852347000.0,1881222000.0,1833986000.0,1781780000.0
WorkingCapital,17548000.0,32378000.0,84368000.0,118223000.0
NetTangibleAssets,514383000.0,558295000.0,520436000.0,495766000.0
CapitalLeaseObligations,68233000.0,69277000.0,69768000.0,70192000.0
CommonStockEquity,533866000.0,580544000.0,559837000.0,551623000.0
PreferredStockEquity,310401000.0,294417000.0,279160000.0,264590000.0
TotalCapitalization,2162748000.0,2151602000.0,2113146000.0,2046370000.0
TotalEquityGrossMinorityInterest,780855000.0,825815000.0,799585000.0,789384000.0
MinorityInterest,-63412000.0,-49146000.0,-39412000.0,-26829000.0
StockholdersEquity,844267000.0,874961000.0,838997000.0,816213000.0
GainsLossesNotAffectingRetainedEarnings,-179234000.0,-184727000.0,-247293000.0,-300133000.0
OtherEquityAdjustments,-179234000.0,-184727000.0,-247293000.0,-300133000.0
RetainedEarnings,-150569000.0,-110452000.0,-86856000.0,-60837000.0
AdditionalPaidInCapital,862675000.0,874729000.0,892992000.0,911599000.0
CapitalStock,311395000.0,295411000.0,280154000.0,265584000.0
CommonStock,994000.0,994000.0,994000.0,994000.0
PreferredStock,310401000.0,294417000.0,279160000.0,264590000.0
TotalLiabilitiesNetMinorityInterest,1604280000.0,1611795000.0,1647477000.0,1689015000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1441871000.0,1429734000.0,1492794000.0,1529434000.0
OtherNonCurrentLiabilities,62088000.0,90886000.0,156001000.0,236130000.0
LongTermDebtAndCapitalLeaseObligation,1379783000.0,1338848000.0,1336793000.0,1293304000.0
LongTermCapitalLeaseObligation,61302000.0,62207000.0,62644000.0,63147000.0
LongTermDebt,1318481000.0,1276641000.0,1274149000.0,1230157000.0
CurrentLiabilities,162409000.0,182061000.0,154683000.0,159581000.0
OtherCurrentLiabilities,19658000.0,28463000.0,14905000.0,16488000.0
CurrentDebtAndCapitalLeaseObligation,6931000.0,31107000.0,7124000.0,7045000.0
CurrentCapitalLeaseObligation,6931000.0,7070000.0,7124000.0,7045000.0
CurrentDebt,,24037000.0,,
OtherCurrentBorrowings,,24037000.0,,
PayablesAndAccruedExpenses,135820000.0,122491000.0,132654000.0,136048000.0
Payables,,,,136048000.0
AccountsPayable,,,,136048000.0
TotalAssets,2385135000.0,2437610000.0,2447062000.0,2478399000.0
TotalNonCurrentAssets,2205178000.0,2223171000.0,2208011000.0,2200595000.0
OtherNonCurrentAssets,38363000.0,44531000.0,27094000.0,26829000.0
InvestmentsAndAdvances,70143000.0,70245000.0,72320000.0,73589000.0
LongTermEquityInvestment,70143000.0,70245000.0,72320000.0,73589000.0
InvestmentsInOtherVenturesUnderEquityMethod,0.0,0.0,,0.0
InvestmentsinAssociatesatCost,70143000.0,70245000.0,72320000.0,73589000.0
InvestmentsinSubsidiariesatCost,,,0.0,
GoodwillAndOtherIntangibleAssets,329884000.0,316666000.0,318561000.0,320447000.0
OtherIntangibleAssets,54517000.0,56414000.0,58309000.0,60195000.0
Goodwill,275367000.0,260252000.0,260252000.0,260252000.0
NetPPE,1766788000.0,1791729000.0,1790036000.0,1779730000.0
AccumulatedDepreciation,-270154000.0,-251924000.0,-233568000.0,-215319000.0
GrossPPE,2036942000.0,2043653000.0,2023604000.0,1995049000.0
ConstructionInProgress,96361000.0,100753000.0,145544000.0,127941000.0
OtherProperties,298739000.0,299179000.0,299617000.0,300398000.0
MachineryFurnitureEquipment,1437732000.0,1440129000.0,1375561000.0,1363714000.0
BuildingsAndImprovements,19425000.0,19377000.0,19356000.0,19356000.0
LandAndImprovements,184685000.0,184215000.0,183526000.0,183640000.0
Properties,0.0,0.0,0.0,0.0
CurrentAssets,179957000.0,214439000.0,239051000.0,277804000.0
OtherCurrentAssets,37340000.0,60581000.0,58820000.0,67355000.0
RestrictedCash,53477000.0,54960000.0,68470000.0,113156000.0
Receivables,64693000.0,56375000.0,71798000.0,60807000.0
AccountsReceivable,64693000.0,56375000.0,71798000.0,60807000.0
CashCashEquivalentsAndShortTermInvestments,24447000.0,42523000.0,39963000.0,36486000.0
CashAndCashEquivalents,24447000.0,42523000.0,39963000.0,36486000.0
