,2023-06-30,2022-12-31
OrdinarySharesNumber,201374975.0,201374975.0
ShareIssued,201374975.0,201374975.0
TangibleBookValue,15872000.0,20231000.0
InvestedCapital,15964000.0,20275000.0
WorkingCapital,15830000.0,20145000.0
NetTangibleAssets,15872000.0,20231000.0
CommonStockEquity,15964000.0,20275000.0
TotalCapitalization,15964000.0,20275000.0
TotalEquityGrossMinorityInterest,15964000.0,20275000.0
StockholdersEquity,15964000.0,20275000.0
RetainedEarnings,-111778000.0,-107467000.0
AdditionalPaidInCapital,125245000.0,125245000.0
CapitalStock,2014000.0,2014000.0
CommonStock,2014000.0,2014000.0
TotalLiabilitiesNetMinorityInterest,2742000.0,3254000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0
CurrentLiabilities,2742000.0,3254000.0
Payables,2742000.0,754000.0
OtherPayable,,4000.0
TotalTaxPayable,,206000.0
AccountsPayable,2742000.0,548000.0
TotalAssets,18706000.0,23529000.0
TotalNonCurrentAssets,134000.0,130000.0
GoodwillAndOtherIntangibleAssets,92000.0,44000.0
OtherIntangibleAssets,,44000.0
NetPPE,42000.0,86000.0
AccumulatedDepreciation,,-548000.0
GrossPPE,,634000.0
OtherProperties,,556000.0
MachineryFurnitureEquipment,,78000.0
CurrentAssets,18572000.0,23399000.0
OtherCurrentAssets,,4000.0
OtherReceivables,,1077000.0
TaxesReceivable,2881000.0,2646000.0
AccountsReceivable,1060000.0,
CashCashEquivalentsAndShortTermInvestments,14631000.0,19676000.0
OtherShortTermInvestments,4000000.0,3750000.0
CashAndCashEquivalents,10631000.0,15926000.0
CashEquivalents,,4750000.0
CashFinancial,,11176000.0
