,2023-06-30,2022-12-31
OrdinarySharesNumber,52500000.0,52500000.0
ShareIssued,52500000.0,52500000.0
NetDebt,,24723000.0
TotalDebt,42097000.0,36089000.0
TangibleBookValue,259887000.0,165651000.0
InvestedCapital,296588000.0,195541000.0
WorkingCapital,99958000.0,-5138000.0
NetTangibleAssets,259887000.0,165651000.0
CapitalLeaseObligations,5632000.0,6485000.0
CommonStockEquity,260123000.0,165937000.0
TotalCapitalization,270123000.0,175937000.0
TotalEquityGrossMinorityInterest,300490000.0,205015000.0
MinorityInterest,40367000.0,39078000.0
StockholdersEquity,260123000.0,165937000.0
RetainedEarnings,-157305000.0,-153838000.0
AdditionalPaidInCapital,417428000.0,319775000.0
CapitalStock,0.0,0.0
CommonStock,0.0,0.0
TotalLiabilitiesNetMinorityInterest,88752000.0,76839000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,17261000.0,17689000.0
LongTermDebtAndCapitalLeaseObligation,14361000.0,14789000.0
LongTermCapitalLeaseObligation,4361000.0,4789000.0
LongTermDebt,10000000.0,10000000.0
LongTermProvisions,2900000.0,2900000.0
CurrentLiabilities,71491000.0,59150000.0
OtherCurrentLiabilities,412000.0,653000.0
CurrentDeferredLiabilities,7495000.0,8859000.0
CurrentDeferredRevenue,5195000.0,3559000.0
CurrentDebtAndCapitalLeaseObligation,27736000.0,21300000.0
CurrentCapitalLeaseObligation,1271000.0,1696000.0
CurrentDebt,26465000.0,19604000.0
OtherCurrentBorrowings,26465000.0,19604000.0
PayablesAndAccruedExpenses,35848000.0,28338000.0
CurrentAccruedExpenses,4051000.0,11567000.0
InterestPayable,881000.0,639000.0
Payables,31797000.0,16771000.0
OtherPayable,3420000.0,2810000.0
DuetoRelatedPartiesCurrent,11263000.0,251000.0
TotalTaxPayable,3932000.0,2580000.0
IncomeTaxPayable,3932000.0,2580000.0
AccountsPayable,13182000.0,11130000.0
TotalAssets,389242000.0,281854000.0
TotalNonCurrentAssets,217793000.0,227842000.0
OtherNonCurrentAssets,24000.0,30000.0
NonCurrentNoteReceivables,74877000.0,80183000.0
InvestmentsAndAdvances,111791000.0,111811000.0
LongTermEquityInvestment,111791000.0,111811000.0
InvestmentsinSubsidiariesatCost,111791000.0,111811000.0
GoodwillAndOtherIntangibleAssets,236000.0,286000.0
OtherIntangibleAssets,236000.0,286000.0
NetPPE,30865000.0,35532000.0
AccumulatedDepreciation,-5430000.0,-4160000.0
GrossPPE,36295000.0,39692000.0
Leases,754000.0,754000.0
OtherProperties,30116000.0,33620000.0
MachineryFurnitureEquipment,5425000.0,5318000.0
Properties,0.0,0.0
CurrentAssets,171449000.0,54012000.0
OtherCurrentAssets,37744000.0,33917000.0
RestrictedCash,1027000.0,1027000.0
PrepaidAssets,17413000.0,6993000.0
Inventory,6605000.0,5457000.0
InventoriesAdjustmentsAllowances,-180000.0,-180000.0
FinishedGoods,4951000.0,3803000.0
RawMaterials,1834000.0,1834000.0
Receivables,830000.0,1737000.0
OtherReceivables,,842000.0
DuefromRelatedPartiesCurrent,175000.0,120000.0
TaxesReceivable,,7976000.0
LoansReceivable,,24581000.0
AccountsReceivable,655000.0,1617000.0
AllowanceForDoubtfulAccountsReceivable,-29000.0,0.0
GrossAccountsReceivable,684000.0,1617000.0
CashCashEquivalentsAndShortTermInvestments,107830000.0,4881000.0
CashAndCashEquivalents,107830000.0,4881000.0
