,2023-12-31,2023-03-31,2022-12-31
OrdinarySharesNumber,146853583.0,136703036.0,133229563.0
ShareIssued,146853583.0,136703036.0,133229563.0
NetDebt,281739.0,347780.0,272303.0
TotalDebt,640857.0,939594.0,955375.0
TangibleBookValue,-1801045.0,672390.0,1010560.0
InvestedCapital,506582.0,3417323.0,3512500.0
WorkingCapital,-1924559.0,804969.0,1142614.0
NetTangibleAssets,-1801045.0,672390.0,1010560.0
CapitalLeaseObligations,339817.0,389646.0,405427.0
CommonStockEquity,205542.0,2867375.0,2962552.0
TotalCapitalization,506582.0,3417323.0,3512500.0
TotalEquityGrossMinorityInterest,205542.0,2867375.0,2962552.0
StockholdersEquity,205542.0,2867375.0,2962552.0
OtherEquityInterest,891470.0,821720.0,1885829.0
GainsLossesNotAffectingRetainedEarnings,-8758.0,-17889.0,-16792.0
UnrealizedGainLoss,-8758.0,-17889.0,-16792.0
RetainedEarnings,-37205326.0,-33000743.0,-32454448.0
AdditionalPaidInCapital,9222476.0,8670167.0,7565759.0
CapitalStock,27305680.0,26394120.0,25982204.0
CommonStock,27305680.0,26394120.0,25982204.0
TotalLiabilitiesNetMinorityInterest,3090102.0,2669138.0,2713844.0
TotalNonCurrentLiabilitiesNetMinorityInterest,466615.0,871907.0,889765.0
OtherNonCurrentLiabilities,-100000.0,,
LongTermDebtAndCapitalLeaseObligation,566615.0,871907.0,889765.0
LongTermCapitalLeaseObligation,265575.0,321959.0,339817.0
LongTermDebt,301040.0,549948.0,549948.0
CurrentLiabilities,2623487.0,1797231.0,1824079.0
CurrentDeferredLiabilities,6760.0,59930.0,43280.0
CurrentDeferredRevenue,6760.0,59930.0,43280.0
CurrentDebtAndCapitalLeaseObligation,74242.0,67687.0,65610.0
CurrentCapitalLeaseObligation,74242.0,67687.0,65610.0
PayablesAndAccruedExpenses,2542485.0,1669614.0,1715189.0
TotalAssets,3295644.0,5536513.0,5676396.0
TotalNonCurrentAssets,2596715.0,2934313.0,2709703.0
GoodwillAndOtherIntangibleAssets,2006587.0,2194985.0,1951992.0
OtherIntangibleAssets,2006587.0,2194985.0,1951992.0
NetPPE,590128.0,739328.0,757711.0
AccumulatedDepreciation,-496662.0,-434011.0,-408800.0
GrossPPE,1086790.0,1173339.0,1166511.0
OtherProperties,724456.0,1129764.0,1122936.0
MachineryFurnitureEquipment,43575.0,43575.0,43575.0
BuildingsAndImprovements,318759.0,,
CurrentAssets,698928.0,2602200.0,2966693.0
PrepaidAssets,105940.0,159688.0,276567.0
Inventory,73165.0,76385.0,96377.0
FinishedGoods,15940.0,7193.0,59505.0
RawMaterials,57225.0,69192.0,36872.0
Receivables,96277.0,225756.0,118037.0
TaxesReceivable,72021.0,68592.0,67877.0
AccountsReceivable,24256.0,157164.0,50160.0
CashCashEquivalentsAndShortTermInvestments,423546.0,2140371.0,2475712.0
OtherShortTermInvestments,404245.0,1938203.0,2198067.0
CashAndCashEquivalents,19301.0,202168.0,277645.0
CashFinancial,19301.0,202168.0,277645.0
