,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,0.0,,,,
PreferredSharesNumber,2343953.0,2228916.0,2340361.0,2225331.0,2336597.0
OrdinarySharesNumber,1055636.0,1045789.0,957760.0,828570.0,793727.0
ShareIssued,1055636.0,1045789.0,957760.0,828570.0,793727.0
NetDebt,22999607.0,19066598.0,,,
TotalDebt,27990382.0,26745197.0,5818377.0,6172123.0,4852298.0
TangibleBookValue,2371092.0,3303380.0,3607190.0,3471240.0,4254015.0
InvestedCapital,32587806.0,32081779.0,11119117.0,11252961.0,10492698.0
WorkingCapital,-2284787.0,1948923.0,-967489.0,383939.0,-469270.0
NetTangibleAssets,2373550.0,3305723.0,3609533.0,3473473.0,4256248.0
CapitalLeaseObligations,2155559.0,2348689.0,2213341.0,2297293.0,2520506.0
CommonStockEquity,6752983.0,7685271.0,7514081.0,7378131.0,8160906.0
PreferredStockEquity,2458.0,2343.0,2343.0,2233.0,2233.0
TotalCapitalization,13515859.0,17616962.0,11121460.0,11255194.0,10494931.0
TotalEquityGrossMinorityInterest,7315211.0,8343793.0,8179673.0,8069208.0,8796718.0
MinorityInterest,559770.0,656179.0,663249.0,688844.0,633579.0
StockholdersEquity,6755441.0,7687614.0,7516424.0,7380364.0,8163139.0
GainsLossesNotAffectingRetainedEarnings,3304470.0,3076706.0,2306346.0,2283876.0,2601094.0
OtherEquityAdjustments,3304470.0,3076706.0,2306346.0,2283876.0,2601094.0
TreasuryStock,148291.0,148291.0,148291.0,148291.0,148291.0
RetainedEarnings,-65333389.0,-64125895.0,-62947549.0,-61801025.0,-61206231.0
AdditionalPaidInCapital,68929137.0,68881705.0,68302617.0,67042743.0,66913540.0
CapitalStock,3514.0,3389.0,3301.0,3061.0,3027.0
CommonStock,1056.0,1046.0,958.0,828.0,794.0
PreferredStock,2458.0,2343.0,2343.0,2233.0,2233.0
TotalLiabilitiesNetMinorityInterest,37983094.0,40109950.0,33564003.0,32334972.0,32112898.0
TotalNonCurrentLiabilitiesNetMinorityInterest,9286971.0,12765832.0,6253440.0,6596536.0,5242410.0
OtherNonCurrentLiabilities,405624.0,501354.0,528952.0,575900.0,582392.0
NonCurrentDeferredLiabilities,694245.0,727928.0,623007.0,581193.0,595281.0
NonCurrentDeferredRevenue,694245.0,727928.0,623007.0,581193.0,595281.0
LongTermDebtAndCapitalLeaseObligation,8187102.0,11536550.0,5101481.0,5439443.0,4064737.0
