,2023-06-30
OrdinarySharesNumber,1858516794.0
ShareIssued,1858516794.0
TotalDebt,22944000.0
TangibleBookValue,354922000.0
InvestedCapital,354922000.0
WorkingCapital,70734000.0
NetTangibleAssets,354922000.0
CapitalLeaseObligations,22944000.0
CommonStockEquity,354922000.0
TotalCapitalization,354922000.0
TotalEquityGrossMinorityInterest,354922000.0
StockholdersEquity,354922000.0
GainsLossesNotAffectingRetainedEarnings,532000.0
OtherEquityAdjustments,532000.0
RetainedEarnings,-16550000.0
CapitalStock,370940000.0
CommonStock,370940000.0
TotalLiabilitiesNetMinorityInterest,148221000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,27222000.0
EmployeeBenefits,30000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,30000.0
LongTermDebtAndCapitalLeaseObligation,19483000.0
LongTermCapitalLeaseObligation,19483000.0
LongTermProvisions,7709000.0
CurrentLiabilities,120999000.0
OtherCurrentLiabilities,2368000.0
CurrentDeferredLiabilities,83623000.0
CurrentDeferredRevenue,83623000.0
CurrentDebtAndCapitalLeaseObligation,3461000.0
CurrentCapitalLeaseObligation,3461000.0
PensionandOtherPostRetirementBenefitPlansCurrent,569000.0
PayablesAndAccruedExpenses,30978000.0
Payables,30978000.0
OtherPayable,27571000.0
AccountsPayable,3407000.0
TotalAssets,503143000.0
TotalNonCurrentAssets,311410000.0
OtherNonCurrentAssets,11802000.0
NonCurrentDeferredAssets,4862000.0
NonCurrentDeferredTaxesAssets,4862000.0
NetPPE,294746000.0
AccumulatedDepreciation,-12354000.0
GrossPPE,307100000.0
OtherProperties,173283000.0
MachineryFurnitureEquipment,1455000.0
Properties,132362000.0
CurrentAssets,191733000.0
PrepaidAssets,3191000.0
Inventory,28851000.0
FinishedGoods,26271000.0
WorkInProcess,2580000.0
Receivables,6745000.0
OtherReceivables,6745000.0
CashCashEquivalentsAndShortTermInvestments,152946000.0
CashAndCashEquivalents,152946000.0
CashEquivalents,160000.0
CashFinancial,152786000.0
