,2023-06-30
OrdinarySharesNumber,1850973596.0
ShareIssued,1850973596.0
TotalDebt,28000.0
TangibleBookValue,87446000.0
InvestedCapital,87446000.0
WorkingCapital,1142000.0
NetTangibleAssets,87446000.0
CapitalLeaseObligations,28000.0
CommonStockEquity,87446000.0
TotalCapitalization,87446000.0
TotalEquityGrossMinorityInterest,87446000.0
StockholdersEquity,87446000.0
GainsLossesNotAffectingRetainedEarnings,8875000.0
OtherEquityAdjustments,8875000.0
RetainedEarnings,-90116000.0
CapitalStock,168687000.0
CommonStock,168687000.0
TotalLiabilitiesNetMinorityInterest,1829000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,450000.0
EmployeeBenefits,1000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,1000.0
LongTermDebtAndCapitalLeaseObligation,5000.0
LongTermCapitalLeaseObligation,5000.0
LongTermProvisions,444000.0
CurrentLiabilities,1379000.0
CurrentDebtAndCapitalLeaseObligation,23000.0
CurrentCapitalLeaseObligation,23000.0
PensionandOtherPostRetirementBenefitPlansCurrent,375000.0
CurrentProvisions,382000.0
PayablesAndAccruedExpenses,599000.0
Payables,599000.0
OtherPayable,176000.0
AccountsPayable,423000.0
TotalAssets,89275000.0
TotalNonCurrentAssets,86754000.0
NonCurrentAccountsReceivable,122000.0
NetPPE,86632000.0
GrossPPE,86632000.0
OtherProperties,86516000.0
MachineryFurnitureEquipment,116000.0
CurrentAssets,2521000.0
Receivables,121000.0
AccountsReceivable,121000.0
CashCashEquivalentsAndShortTermInvestments,2400000.0
CashAndCashEquivalents,2400000.0
CashEquivalents,1479000.0
CashFinancial,921000.0
