,2023-09-30,2023-03-31,2022-12-31
OrdinarySharesNumber,162500270.0,161226670.0,159576670.0
ShareIssued,162500270.0,161226670.0,159576670.0
NetDebt,2984231.0,2988446.0,3012928.0
TotalDebt,6691876.0,7068781.0,7278418.0
TangibleBookValue,-5681259.0,-5283156.0,-4736033.0
InvestedCapital,-2697028.0,-2294710.0,-1723105.0
WorkingCapital,-4817658.0,-4703597.0,-4133816.0
NetTangibleAssets,-5681259.0,-5283156.0,-4736033.0
CapitalLeaseObligations,3707645.0,4080335.0,4265490.0
CommonStockEquity,-5681259.0,-5283156.0,-4736033.0
TotalCapitalization,-5491546.0,-5049593.0,-4480924.0
TotalEquityGrossMinorityInterest,-5136736.0,-4870383.0,-4321572.0
MinorityInterest,544523.0,412773.0,414461.0
StockholdersEquity,-5681259.0,-5283156.0,-4736033.0
OtherEquityInterest,,,82500.0
GainsLossesNotAffectingRetainedEarnings,181374.0,196692.0,120149.0
OtherEquityAdjustments,181374.0,196692.0,120149.0
RetainedEarnings,-21883595.0,-21406671.0,-20788797.0
AdditionalPaidInCapital,2358206.0,2359587.0,2363966.0
CapitalStock,13662756.0,13567236.0,13486149.0
CommonStock,13662756.0,13567236.0,13486149.0
TotalLiabilitiesNetMinorityInterest,9359559.0,9717182.0,10407740.0
TotalNonCurrentLiabilitiesNetMinorityInterest,3453117.0,3507363.0,3714064.0
LongTermDebtAndCapitalLeaseObligation,3453117.0,3507363.0,3714064.0
LongTermCapitalLeaseObligation,3263404.0,3273800.0,3458955.0
LongTermDebt,189713.0,233563.0,255109.0
CurrentLiabilities,5906442.0,6209819.0,6693676.0
CurrentDeferredLiabilities,120594.0,166407.0,187312.0
CurrentDeferredRevenue,120594.0,166407.0,187312.0
CurrentDebtAndCapitalLeaseObligation,3238759.0,3561418.0,3564354.0
CurrentCapitalLeaseObligation,444241.0,806535.0,806535.0
CurrentDebt,2794518.0,2754883.0,2757819.0
OtherCurrentBorrowings,1218706.0,1198840.0,1186693.0
LineOfCredit,59759.0,52683.0,75558.0
CurrentNotesPayable,1516053.0,1503360.0,1495568.0
PayablesAndAccruedExpenses,2547089.0,2481994.0,2942010.0
CurrentAccruedExpenses,1107790.0,607418.0,634916.0
InterestPayable,600945.0,57145.0,60157.0
Payables,1439299.0,1874576.0,2307094.0
AccountsPayable,1439299.0,1874576.0,2307094.0
TotalAssets,4222823.0,4846799.0,6086168.0
TotalNonCurrentAssets,3056592.0,3340577.0,3526308.0
NonCurrentPrepaidAssets,48000.0,48000.0,48000.0
NonCurrentAccountsReceivable,869095.0,828705.0,889314.0
NetPPE,2139497.0,2463872.0,2588994.0
AccumulatedDepreciation,-7071297.0,-7107601.0,-6959360.0
GrossPPE,9210794.0,9571473.0,9548354.0
Leases,2688415.0,2842956.0,2838840.0
OtherProperties,4298841.0,4386310.0,4389595.0
MachineryFurnitureEquipment,2223538.0,2342207.0,2319919.0
Properties,0.0,0.0,0.0
CurrentAssets,1088784.0,1506222.0,2559860.0
OtherCurrentAssets,,219798.0,85782.0
PrepaidAssets,103301.0,,
Inventory,189327.0,237772.0,183791.0
FinishedGoods,162155.0,209041.0,164396.0
RawMaterials,27172.0,28731.0,19395.0
Receivables,796156.0,1048652.0,2290287.0
OtherReceivables,171481.0,379904.0,257280.0
DuefromRelatedPartiesCurrent,499750.0,518073.0,229649.0
AccountsReceivable,124925.0,150675.0,1803358.0
CashCashEquivalentsAndShortTermInvestments,,,0.0
CashAndCashEquivalents,,,0.0
CashFinancial,,,0.0
