,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,381381803.0,367491091.0,341663183.0,305573397.0
ShareIssued,381381803.0,367491091.0,341663183.0,305573397.0
TotalDebt,89022000.0,87347000.0,87751000.0,78428000.0
TangibleBookValue,-158275000.0,-122909000.0,-89819000.0,-92973000.0
InvestedCapital,-116005000.0,-79900000.0,-44887000.0,-48119000.0
WorkingCapital,-72806000.0,-33333000.0,14791000.0,24170000.0
NetTangibleAssets,-158275000.0,-122909000.0,-89819000.0,-92973000.0
CapitalLeaseObligations,75915000.0,74052000.0,74102000.0,65269000.0
CommonStockEquity,-129112000.0,-93195000.0,-58536000.0,-61278000.0
TotalCapitalization,-116392000.0,-80522000.0,-45909000.0,-48694000.0
TotalEquityGrossMinorityInterest,-115292000.0,-76761000.0,-53109000.0,-54902000.0
MinorityInterest,13820000.0,16434000.0,5427000.0,6376000.0
StockholdersEquity,-129112000.0,-93195000.0,-58536000.0,-61278000.0
GainsLossesNotAffectingRetainedEarnings,-1028000.0,-717000.0,917000.0,915000.0
OtherEquityAdjustments,-1028000.0,-717000.0,917000.0,915000.0
RetainedEarnings,-1909378000.0,-1847177000.0,-1778161000.0,-1709907000.0
AdditionalPaidInCapital,1777480000.0,1751024000.0,1715291000.0,1644658000.0
CapitalStock,3814000.0,3675000.0,3417000.0,3056000.0
CommonStock,3814000.0,3675000.0,3417000.0,3056000.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,450764000.0,460354000.0,465963000.0,468458000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,252408000.0,256286000.0,275065000.0,279506000.0
OtherNonCurrentLiabilities,175379000.0,180217000.0,198438000.0,202453000.0
NonCurrentDeferredLiabilities,1143000.0,1143000.0,1143000.0,1143000.0
NonCurrentDeferredRevenue,1143000.0,1143000.0,1143000.0,1143000.0
LongTermDebtAndCapitalLeaseObligation,75886000.0,74926000.0,75484000.0,75910000.0
LongTermCapitalLeaseObligation,63166000.0,62253000.0,62857000.0,63326000.0
LongTermDebt,12720000.0,12673000.0,12627000.0,12584000.0
CurrentLiabilities,198356000.0,204068000.0,190898000.0,188952000.0
OtherCurrentLiabilities,107043000.0,106250000.0,93556000.0,101486000.0
CurrentDeferredLiabilities,4994000.0,7828000.0,9886000.0,12269000.0
CurrentDeferredRevenue,4994000.0,7828000.0,9886000.0,12269000.0
CurrentDebtAndCapitalLeaseObligation,13136000.0,12421000.0,12267000.0,2518000.0
CurrentCapitalLeaseObligation,12749000.0,11799000.0,11245000.0,1943000.0
CurrentDebt,387000.0,622000.0,1022000.0,575000.0
OtherCurrentBorrowings,241000.0,476000.0,876000.0,429000.0
CurrentNotesPayable,146000.0,146000.0,146000.0,146000.0
PayablesAndAccruedExpenses,73183000.0,77569000.0,75189000.0,72679000.0
CurrentAccruedExpenses,32312000.0,25096000.0,28421000.0,31740000.0
Payables,40871000.0,52473000.0,46768000.0,40939000.0
AccountsPayable,40871000.0,52473000.0,46768000.0,40939000.0
TotalAssets,335472000.0,383593000.0,412854000.0,413556000.0
TotalNonCurrentAssets,209922000.0,212858000.0,207165000.0,200434000.0
OtherNonCurrentAssets,11062000.0,9258000.0,4419000.0,4453000.0
GoodwillAndOtherIntangibleAssets,29163000.0,29714000.0,31283000.0,31695000.0
OtherIntangibleAssets,4497000.0,4986000.0,5660000.0,6228000.0
Goodwill,24666000.0,24728000.0,25623000.0,25467000.0
NetPPE,169697000.0,173886000.0,171463000.0,164286000.0
AccumulatedDepreciation,-60750000.0,-58489000.0,-56119000.0,-54075000.0
GrossPPE,230447000.0,232375000.0,227582000.0,218361000.0
Leases,,,,28758000.0
ConstructionInProgress,,,,66464000.0
OtherProperties,230447000.0,232375000.0,227582000.0,90183000.0
MachineryFurnitureEquipment,,,,15016000.0
BuildingsAndImprovements,,,,5654000.0
LandAndImprovements,,,,12286000.0
Properties,,,,0.0
CurrentAssets,125550000.0,170735000.0,205689000.0,213122000.0
OtherCurrentAssets,2329000.0,2843000.0,3896000.0,3194000.0
PrepaidAssets,15886000.0,8699000.0,11143000.0,13829000.0
Receivables,1030000.0,1341000.0,1417000.0,2741000.0
AccountsReceivable,1030000.0,1341000.0,1417000.0,2741000.0
CashCashEquivalentsAndShortTermInvestments,106305000.0,157852000.0,189233000.0,193358000.0
OtherShortTermInvestments,0.0,14647000.0,24414000.0,14684000.0
CashAndCashEquivalents,106305000.0,143205000.0,164819000.0,178674000.0
