,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,0.0,,,,
OrdinarySharesNumber,14305137.0,11946646.0,11656714.0,11152680.0,10354498.0
ShareIssued,14305137.0,11946646.0,11656714.0,11152680.0,10354498.0
TotalDebt,821374.0,934325.0,1050781.0,799798.0,919427.0
TangibleBookValue,-11384466.0,-4849062.0,134033.0,9592462.0,16343546.0
InvestedCapital,-11384466.0,-4849062.0,134033.0,9592462.0,16343546.0
WorkingCapital,1045966.0,-3804056.0,1189683.0,12387608.0,19131247.0
NetTangibleAssets,-11384426.0,-4849022.0,134073.0,9592502.0,16343586.0
CapitalLeaseObligations,821374.0,934325.0,1050781.0,799798.0,919427.0
CommonStockEquity,-11384466.0,-4849062.0,134033.0,9592462.0,16343546.0
PreferredStockEquity,40.0,40.0,40.0,40.0,40.0
TotalCapitalization,-11384426.0,-4849022.0,134073.0,9592502.0,16343586.0
TotalEquityGrossMinorityInterest,-11384426.0,-4889022.0,134073.0,9592502.0,16343586.0
StockholdersEquity,-11384426.0,-4849022.0,134073.0,9592502.0,16343586.0
RetainedEarnings,-425080470.0,-421383982.0,-415535583.0,-404821120.0,-397673201.0
AdditionalPaidInCapital,413552953.0,416415454.0,415553049.0,414302055.0,413913202.0
CapitalStock,143091.0,119506.0,116607.0,111567.0,103585.0
CommonStock,143051.0,119466.0,116567.0,111527.0,103545.0
PreferredStock,40.0,40.0,40.0,40.0,40.0
TotalLiabilitiesNetMinorityInterest,24939179.0,16136486.0,17805367.0,16016394.0,15632952.0
TotalNonCurrentLiabilitiesNetMinorityInterest,13739776.0,2526973.0,2673537.0,4165031.0,4212873.0
OtherNonCurrentLiabilities,1106700.0,2027400.0,2083200.0,3771400.0,3732800.0
PreferredSecuritiesOutsideStockEquity,,,0.0,0.0,0.0
DerivativeProductLiabilities,12275332.0,,,,
LongTermDebtAndCapitalLeaseObligation,357744.0,499573.0,590337.0,393631.0,480073.0
LongTermCapitalLeaseObligation,357744.0,499573.0,590337.0,393631.0,480073.0
CurrentLiabilities,11199403.0,13609513.0,15131830.0,11851363.0,11420079.0
OtherCurrentLiabilities,3528050.0,3752850.0,3856800.0,3122850.0,4094600.0
CurrentDebtAndCapitalLeaseObligation,463630.0,434752.0,460444.0,406167.0,439354.0
CurrentCapitalLeaseObligation,463630.0,434752.0,460444.0,406167.0,439354.0
PayablesAndAccruedExpenses,7207723.0,9421911.0,10814586.0,8322346.0,6886125.0
CurrentAccruedExpenses,5614247.0,7152271.0,6511059.0,5536033.0,6065821.0
Payables,1593476.0,2269640.0,4303527.0,2786313.0,820304.0
AccountsPayable,1593476.0,2269640.0,4303527.0,2786313.0,820304.0
TotalAssets,13554753.0,11247464.0,17939440.0,25608896.0,31976538.0
TotalNonCurrentAssets,1309384.0,1442007.0,1617927.0,1369925.0,1425212.0
OtherNonCurrentAssets,56916.0,56916.0,56916.0,56916.0,56916.0
NetPPE,1252468.0,1385091.0,1561011.0,1313009.0,1368296.0
AccumulatedDepreciation,,,-2918964.0,,
GrossPPE,1252468.0,1385091.0,4479975.0,1313009.0,1368296.0
Leases,,,1196706.0,,
OtherProperties,1252468.0,1385091.0,1177868.0,1313009.0,1368296.0
MachineryFurnitureEquipment,,,1229300.0,,
BuildingsAndImprovements,,,876101.0,,
Properties,,,0.0,,
CurrentAssets,12245369.0,9805457.0,16321513.0,24238971.0,30551326.0
OtherCurrentAssets,121482.0,729893.0,596374.0,859669.0,920923.0
PrepaidAssets,292472.0,603840.0,1300907.0,1417829.0,1206307.0
Inventory,0.0,1598251.0,526000.0,630033.0,759268.0
FinishedGoods,0.0,1014263.0,0.0,,
RawMaterials,0.0,583988.0,526000.0,,
Receivables,2346163.0,1348500.0,2915760.0,1699110.0,6481989.0
OtherReceivables,,,,,4674999.0
AccountsReceivable,2346163.0,1348500.0,2915760.0,1699110.0,1806990.0
CashCashEquivalentsAndShortTermInvestments,9485252.0,5524973.0,10982472.0,19632330.0,21182839.0
OtherShortTermInvestments,0.0,0.0,2992890.0,,
CashAndCashEquivalents,9485252.0,5524973.0,7989582.0,19632330.0,21182839.0
CashEquivalents,,,5789218.0,,
CashFinancial,,,2200364.0,,
