,2022-12-31
OrdinarySharesNumber,299212282.0
ShareIssued,299212282.0
TotalDebt,508028.0
TangibleBookValue,2923874.0
InvestedCapital,2923874.0
WorkingCapital,4643011.0
NetTangibleAssets,4596698.0
CapitalLeaseObligations,508028.0
CommonStockEquity,2923874.0
PreferredStockEquity,1672824.0
TotalCapitalization,4596698.0
TotalEquityGrossMinorityInterest,4596698.0
StockholdersEquity,4596698.0
RetainedEarnings,-129953413.0
AdditionalPaidInCapital,132578075.0
CapitalStock,1972036.0
CommonStock,299212.0
PreferredStock,1672824.0
TotalLiabilitiesNetMinorityInterest,3282119.0
TotalNonCurrentLiabilitiesNetMinorityInterest,619907.0
NonCurrentAccruedExpenses,220000.0
NonCurrentDeferredLiabilities,49213.0
NonCurrentDeferredRevenue,49213.0
LongTermDebtAndCapitalLeaseObligation,350694.0
LongTermCapitalLeaseObligation,350694.0
CurrentLiabilities,2662212.0
CurrentDeferredLiabilities,650340.0
CurrentDeferredRevenue,650340.0
CurrentDebtAndCapitalLeaseObligation,157334.0
CurrentCapitalLeaseObligation,157334.0
LineOfCredit,0.0
CurrentProvisions,13663.0
PayablesAndAccruedExpenses,1840875.0
CurrentAccruedExpenses,688142.0
Payables,1152733.0
TotalTaxPayable,7075.0
IncomeTaxPayable,6297.0
AccountsPayable,1145658.0
TotalAssets,7878817.0
TotalNonCurrentAssets,573594.0
NonCurrentPrepaidAssets,4595.0
NetPPE,568999.0
AccumulatedDepreciation,-461357.0
GrossPPE,1030356.0
Leases,18016.0
OtherProperties,442903.0
MachineryFurnitureEquipment,569437.0
Properties,0.0
CurrentAssets,7305223.0
PrepaidAssets,702500.0
Inventory,1306186.0
Receivables,2052943.0
OtherReceivables,94840.0
AccountsReceivable,1958103.0
AllowanceForDoubtfulAccountsReceivable,-32058.0
GrossAccountsReceivable,1990161.0
CashCashEquivalentsAndShortTermInvestments,3243594.0
CashAndCashEquivalents,3243594.0
CashFinancial,3243594.0
