,2022-12-31
TreasurySharesNumber,0.0
OrdinarySharesNumber,186042485.0
ShareIssued,186042485.0
TotalDebt,64030.0
TangibleBookValue,33002843.0
InvestedCapital,33002843.0
WorkingCapital,17880086.0
NetTangibleAssets,33002843.0
CapitalLeaseObligations,64030.0
CommonStockEquity,33002843.0
TotalCapitalization,33002843.0
TotalEquityGrossMinorityInterest,33002843.0
StockholdersEquity,33002843.0
RetainedEarnings,-28152583.0
CapitalStock,47881352.0
CommonStock,47881352.0
TotalLiabilitiesNetMinorityInterest,487364.0
TotalNonCurrentLiabilitiesNetMinorityInterest,16527.0
LongTermDebtAndCapitalLeaseObligation,16527.0
LongTermCapitalLeaseObligation,16527.0
CurrentLiabilities,470837.0
CurrentDebtAndCapitalLeaseObligation,47503.0
CurrentCapitalLeaseObligation,47503.0
PensionandOtherPostRetirementBenefitPlansCurrent,229857.0
Payables,193477.0
AccountsPayable,193477.0
TotalAssets,33490207.0
TotalNonCurrentAssets,15139284.0
OtherNonCurrentAssets,47392.0
LongTermEquityInvestment,15025470.0
InvestmentsinAssociatesatCost,15025470.0
NetPPE,66422.0
GrossPPE,66422.0
OtherProperties,66422.0
CurrentAssets,18350923.0
OtherCurrentAssets,544547.0
AccountsReceivable,334637.0
CashCashEquivalentsAndShortTermInvestments,17471739.0
CashAndCashEquivalents,17471739.0
