,2022-12-31
OrdinarySharesNumber,316132461.0
ShareIssued,316132461.0
TotalDebt,1904000.0
TangibleBookValue,9006000.0
InvestedCapital,9728000.0
WorkingCapital,5872000.0
NetTangibleAssets,9006000.0
CapitalLeaseObligations,1334000.0
CommonStockEquity,9158000.0
TotalCapitalization,9408000.0
TotalEquityGrossMinorityInterest,9158000.0
StockholdersEquity,9158000.0
GainsLossesNotAffectingRetainedEarnings,9682000.0
OtherEquityAdjustments,596000.0
ForeignCurrencyTranslationAdjustments,9086000.0
RetainedEarnings,-218646000.0
CapitalStock,218122000.0
CommonStock,218122000.0
TotalLiabilitiesNetMinorityInterest,4327000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,887000.0
LongTermDebtAndCapitalLeaseObligation,887000.0
LongTermCapitalLeaseObligation,637000.0
LongTermDebt,250000.0
CurrentLiabilities,3440000.0
OtherCurrentLiabilities,830000.0
CurrentDebtAndCapitalLeaseObligation,1017000.0
CurrentCapitalLeaseObligation,697000.0
CurrentDebt,320000.0
OtherCurrentBorrowings,320000.0
PensionandOtherPostRetirementBenefitPlansCurrent,216000.0
PayablesAndAccruedExpenses,1377000.0
Payables,1377000.0
OtherPayable,301000.0
AccountsPayable,1076000.0
TotalAssets,13485000.0
TotalNonCurrentAssets,4173000.0
NonCurrentAccountsReceivable,83000.0
InvestmentsAndAdvances,2826000.0
LongTermEquityInvestment,2826000.0
InvestmentsinAssociatesatCost,2826000.0
GoodwillAndOtherIntangibleAssets,152000.0
OtherIntangibleAssets,152000.0
NetPPE,1112000.0
AccumulatedDepreciation,-5288000.0
GrossPPE,6400000.0
Leases,279000.0
OtherProperties,3351000.0
MachineryFurnitureEquipment,2770000.0
CurrentAssets,9312000.0
OtherCurrentAssets,166000.0
CurrentDeferredAssets,59000.0
CurrentDeferredTaxesAssets,59000.0
PrepaidAssets,509000.0
Inventory,1740000.0
FinishedGoods,986000.0
WorkInProcess,449000.0
RawMaterials,87000.0
Receivables,3974000.0
ReceivablesAdjustmentsAllowances,-140000.0
OtherReceivables,3355000.0
AccountsReceivable,759000.0
CashCashEquivalentsAndShortTermInvestments,2864000.0
CashAndCashEquivalents,2864000.0
CashFinancial,2864000.0
