,2023-09-30
OrdinarySharesNumber,2377981.0
ShareIssued,2377981.0
NetDebt,1097790.0
TotalDebt,1098500.0
TangibleBookValue,-58692.0
InvestedCapital,12529808.0
WorkingCapital,-320192.0
NetTangibleAssets,-58692.0
CommonStockEquity,11431308.0
TotalCapitalization,12519808.0
TotalEquityGrossMinorityInterest,11431308.0
StockholdersEquity,11431308.0
OtherEquityInterest,51440.0
GainsLossesNotAffectingRetainedEarnings,0.0
RetainedEarnings,-30088725.0
AdditionalPaidInCapital,41103025.0
CapitalStock,365568.0
CommonStock,365568.0
PreferredStock,0.0
TotalLiabilitiesNetMinorityInterest,1416210.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1088500.0
LongTermDebtAndCapitalLeaseObligation,1088500.0
LongTermDebt,1088500.0
CurrentLiabilities,327710.0
CurrentDebtAndCapitalLeaseObligation,10000.0
CurrentDebt,10000.0
CurrentNotesPayable,10000.0
PayablesAndAccruedExpenses,317710.0
CurrentAccruedExpenses,222288.0
InterestPayable,129375.0
Payables,95422.0
OtherPayable,16200.0
AccountsPayable,79222.0
TotalAssets,12847518.0
TotalNonCurrentAssets,12840000.0
OtherNonCurrentAssets,300000.0
InvestmentsAndAdvances,1050000.0
OtherInvestments,1050000.0
GoodwillAndOtherIntangibleAssets,11490000.0
OtherIntangibleAssets,8500000.0
Goodwill,2990000.0
CurrentAssets,7518.0
OtherCurrentAssets,6808.0
Receivables,0.0
AccountsReceivable,0.0
CashCashEquivalentsAndShortTermInvestments,710.0
CashAndCashEquivalents,710.0
CashFinancial,710.0
