,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,,,0.0,,
OrdinarySharesNumber,494778760.0,467677254.0,428108504.0,348814131.0,348814131.0
ShareIssued,494778760.0,467677254.0,428108504.0,348814131.0,348814131.0
NetDebt,315221.0,656276.0,890267.0,,1125465.0
TotalDebt,1566666.0,1716666.0,1854241.0,2010506.0,2183324.0
TangibleBookValue,-4904362.0,-2572054.0,-1867936.0,8247264.0,6157436.0
InvestedCapital,-3337696.0,-855388.0,-13695.0,10257770.0,8340760.0
WorkingCapital,-4611593.0,-5069466.0,-4476223.0,-1728449.0,-3585982.0
NetTangibleAssets,-4904362.0,-2572054.0,-1867936.0,8247264.0,6157436.0
CommonStockEquity,-4904362.0,-2572054.0,-1867936.0,8247264.0,6157436.0
TotalCapitalization,-4704362.0,-2272054.0,-1534603.0,9080597.0,6655410.0
TotalEquityGrossMinorityInterest,-4904362.0,-2572054.0,-1867936.0,8247264.0,6157436.0
StockholdersEquity,-4904362.0,-2572054.0,-1867936.0,8247264.0,6157436.0
OtherEquityInterest,1334306.0,1059592.0,621918.0,594260.0,594260.0
RetainedEarnings,-68219315.0,-64785136.0,-62328624.0,-46892893.0,-48982721.0
AdditionalPaidInCapital,7561839.0,7544028.0,7374384.0,7232117.0,7232117.0
CapitalStock,54418808.0,53609462.0,52464386.0,47313780.0,47313780.0
CommonStock,54418808.0,53609462.0,52464386.0,47313780.0,47313780.0
TotalLiabilitiesNetMinorityInterest,19083585.0,19160839.0,19268819.0,13819729.0,12448813.0
TotalNonCurrentLiabilitiesNetMinorityInterest,12022430.0,12019323.0,11949531.0,7341602.0,6754248.0
TradeandOtherPayablesNonCurrent,,,0.0,,
LongTermDebtAndCapitalLeaseObligation,200000.0,300000.0,333333.0,833333.0,497974.0
LongTermDebt,200000.0,300000.0,333333.0,833333.0,497974.0
LongTermProvisions,11822430.0,11719323.0,11616198.0,6508269.0,6256274.0
CurrentLiabilities,7061155.0,7141516.0,7319288.0,6478127.0,5694565.0
OtherCurrentLiabilities,,170712.0,170712.0,170712.0,170712.0
CurrentDebtAndCapitalLeaseObligation,1366666.0,1416666.0,1520908.0,1177173.0,1685350.0
CurrentDebt,1366666.0,1416666.0,1520908.0,1177173.0,1685350.0
PayablesAndAccruedExpenses,5694489.0,5554138.0,5627668.0,5130242.0,3838503.0
Payables,5694489.0,5554138.0,5627668.0,5130242.0,3838503.0
OtherPayable,2045683.0,2276157.0,2173799.0,2256989.0,2126365.0
TotalTaxPayable,57418.0,57418.0,57418.0,214286.0,34000.0
IncomeTaxPayable,,,,214286.0,34000.0
AccountsPayable,3591388.0,3220563.0,3396451.0,2658967.0,1678138.0
TotalAssets,14179223.0,16588785.0,17400883.0,22066993.0,18606249.0
TotalNonCurrentAssets,11729661.0,14516735.0,14557818.0,17317315.0,16497666.0
NonCurrentPrepaidAssets,2958601.0,5892494.0,5892494.0,5867786.0,5867786.0
NetPPE,8771060.0,8624241.0,8665324.0,11449529.0,10629880.0
AccumulatedDepreciation,-2981780.0,-2945354.0,-2902087.0,-2758810.0,-2733932.0
GrossPPE,11752840.0,11569595.0,11567411.0,14208339.0,13363812.0
MachineryFurnitureEquipment,105302.0,102577.0,102577.0,129946.0,122176.0
CurrentAssets,2449562.0,2072050.0,2843065.0,4749678.0,2108583.0
PrepaidAssets,347076.0,113122.0,99416.0,169540.0,99170.0
Inventory,462312.0,462312.0,462312.0,488578.0,514306.0
FinishedGoods,,,0.0,0.0,0.0
RawMaterials,462312.0,462312.0,462312.0,488578.0,514306.0
Receivables,388729.0,436226.0,1317363.0,763063.0,437248.0
OtherReceivables,,,,8915.0,8726.0
TaxesReceivable,387067.0,256353.0,1317363.0,740825.0,428522.0
AccountsReceivable,1662.0,179873.0,0.0,13323.0,0.0
CashCashEquivalentsAndShortTermInvestments,1251445.0,1060390.0,963974.0,3328497.0,1057859.0
CashAndCashEquivalents,1251445.0,1060390.0,963974.0,3328497.0,1057859.0
CashFinancial,1251445.0,1060390.0,963974.0,3328497.0,1057859.0
