,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,0.0,,,,
OrdinarySharesNumber,29271629.0,29269121.0,29263028.0,26495797.0,26418732.0
ShareIssued,29271629.0,29269121.0,29263028.0,26495797.0,26418732.0
TotalDebt,4462959.0,4542653.0,4644683.0,4744490.0,4841682.0
TangibleBookValue,83506072.0,96940209.0,108019671.0,90697563.0,102750877.0
InvestedCapital,90576183.0,104017637.0,115104415.0,97789624.0,109850255.0
WorkingCapital,81238166.0,94960478.0,106028186.0,88707921.0,100692740.0
NetTangibleAssets,83506072.0,96940209.0,108019671.0,90697563.0,102750877.0
CapitalLeaseObligations,4462959.0,4542653.0,4644683.0,4744490.0,4841682.0
CommonStockEquity,90576183.0,104017637.0,115104415.0,97789624.0,109850255.0
TotalCapitalization,90576183.0,104017637.0,115104415.0,97789624.0,109850255.0
TotalEquityGrossMinorityInterest,90576183.0,104017637.0,115104415.0,97789624.0,109850255.0
StockholdersEquity,90576183.0,104017637.0,115104415.0,97789624.0,109850255.0
GainsLossesNotAffectingRetainedEarnings,-778.0,5607.0,-2218.0,506.0,-30120.0
OtherEquityAdjustments,-778.0,5607.0,-2218.0,506.0,-30120.0
RetainedEarnings,-163258578.0,-148175086.0,-135579875.0,-123391127.0,-109786956.0
AdditionalPaidInCapital,253806267.0,252157847.0,250657245.0,221153749.0,219640912.0
CapitalStock,29272.0,29269.0,29263.0,26496.0,26419.0
CommonStock,29272.0,29269.0,29263.0,26496.0,26419.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,12008355.0,9863302.0,9790915.0,9906860.0,12517028.0
TotalNonCurrentLiabilitiesNetMinorityInterest,4162852.0,4241020.0,4312008.0,4381252.0,4462959.0
PreferredSecuritiesOutsideStockEquity,,,,,0.0
LongTermDebtAndCapitalLeaseObligation,4162852.0,4241020.0,4312008.0,4381252.0,4462959.0
LongTermCapitalLeaseObligation,4162852.0,4241020.0,4312008.0,4381252.0,4462959.0
CurrentLiabilities,7845503.0,5622282.0,5478907.0,5525608.0,8054069.0
OtherCurrentLiabilities,259770.0,80497.0,26333.0,26333.0,19796.0
CurrentDebtAndCapitalLeaseObligation,300107.0,301633.0,332675.0,363238.0,378723.0
CurrentCapitalLeaseObligation,300107.0,301633.0,332675.0,363238.0,378723.0
PensionandOtherPostRetirementBenefitPlansCurrent,3625911.0,,1763479.0,1505465.0,3631082.0
PayablesAndAccruedExpenses,3659715.0,5240152.0,3356420.0,3630572.0,4024468.0
CurrentAccruedExpenses,1548049.0,3299053.0,663420.0,906948.0,869911.0
Payables,2111666.0,1941099.0,2693000.0,2723624.0,3154557.0
AccountsPayable,2111666.0,1941099.0,2693000.0,2723624.0,3154557.0
TotalAssets,102584538.0,113880939.0,124895330.0,107696484.0,122367283.0
TotalNonCurrentAssets,13500869.0,13298179.0,13388237.0,13462955.0,13620474.0
OtherNonCurrentAssets,1034446.0,743703.0,743703.0,743703.0,743703.0
InvestmentsAndAdvances,,,,,0.0
OtherInvestments,,,,,0.0
InvestmentinFinancialAssets,,,,,0.0
GoodwillAndOtherIntangibleAssets,7070111.0,7077428.0,7084744.0,7092061.0,7099378.0
OtherIntangibleAssets,379680.0,386997.0,394313.0,401630.0,408947.0
Goodwill,6690431.0,6690431.0,6690431.0,6690431.0,6690431.0
NetPPE,5396312.0,5477048.0,5559790.0,5627191.0,5777393.0
AccumulatedDepreciation,-728293.0,-647954.0,-569661.0,-492865.0,-418337.0
GrossPPE,6124605.0,6125002.0,6129451.0,6120056.0,6195730.0
Leases,298941.0,298941.0,298941.0,291919.0,288908.0
ConstructionInProgress,,86392.0,,,
OtherProperties,5176175.0,5197601.0,5293616.0,5298933.0,5378159.0
MachineryFurnitureEquipment,649489.0,542068.0,536894.0,529204.0,528663.0
Properties,0.0,0.0,0.0,0.0,0.0
CurrentAssets,89083669.0,100582760.0,111507093.0,94233529.0,108746809.0
OtherCurrentAssets,3417984.0,3340248.0,2521757.0,2696640.0,3209536.0
Receivables,0.0,0.0,0.0,1046.0,12417.0
AccountsReceivable,0.0,0.0,0.0,1046.0,12417.0
CashCashEquivalentsAndShortTermInvestments,85665685.0,97242512.0,108985336.0,91535843.0,105524856.0
OtherShortTermInvestments,26259868.0,29202248.0,4967840.0,14105560.0,32887970.0
CashAndCashEquivalents,59405817.0,68040264.0,104017496.0,77430283.0,72636886.0
