,2023-10-31,2023-07-31,2023-03-31
OrdinarySharesNumber,28777112.0,28680686.0,28632473.0
ShareIssued,28777112.0,28680686.0,28632473.0
TangibleBookValue,1418854.0,1882474.0,1500002.0
InvestedCapital,5863298.0,6743585.0,3500002.0
WorkingCapital,1418854.0,1882474.0,1500002.0
NetTangibleAssets,1418854.0,1882474.0,1500002.0
CommonStockEquity,5863298.0,6743585.0,3500002.0
TotalCapitalization,5863298.0,6743585.0,3500002.0
TotalEquityGrossMinorityInterest,5863298.0,6743585.0,3500002.0
StockholdersEquity,5863298.0,6743585.0,3500002.0
GainsLossesNotAffectingRetainedEarnings,385431.0,201472.0,0.0
OtherEquityAdjustments,385431.0,201472.0,
RetainedEarnings,-1784729.0,-664457.0,0.0
CapitalStock,7262596.0,7206570.0,3500002.0
CommonStock,7262596.0,7206570.0,3500002.0
TotalLiabilitiesNetMinorityInterest,59877.0,92077.0,0.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,59877.0,92077.0,0.0
PayablesAndAccruedExpenses,59877.0,92077.0,0.0
CurrentAccruedExpenses,11483.0,7680.0,
Payables,48394.0,84397.0,
AccountsPayable,48394.0,84397.0,
TotalAssets,5923175.0,6835662.0,3500002.0
TotalNonCurrentAssets,4444444.0,4861111.0,2000000.0
GoodwillAndOtherIntangibleAssets,4444444.0,4861111.0,2000000.0
OtherIntangibleAssets,4444444.0,4861111.0,2000000.0
NetPPE,,,0.0
GrossPPE,,,0.0
CurrentAssets,1478731.0,1974551.0,1500002.0
PrepaidAssets,40317.0,40750.0,
Receivables,142060.0,,
AccountsReceivable,142060.0,,
CashCashEquivalentsAndShortTermInvestments,1296354.0,1933801.0,1500002.0
OtherShortTermInvestments,1100000.0,1500000.0,
CashAndCashEquivalents,196354.0,433801.0,1500002.0
CashFinancial,,,1500002.0
