,2023-06-30,2022-12-31
OrdinarySharesNumber,35554677.0,35554677.0
ShareIssued,35554677.0,35554677.0
TangibleBookValue,15738149.0,16825165.0
InvestedCapital,20455128.0,23912912.0
WorkingCapital,4484098.0,4276807.0
NetTangibleAssets,15743199.0,16830215.0
CommonStockEquity,20455128.0,23912912.0
PreferredStockEquity,5050.0,5050.0
TotalCapitalization,20460178.0,23917962.0
TotalEquityGrossMinorityInterest,20460178.0,23917962.0
StockholdersEquity,20460178.0,23917962.0
GainsLossesNotAffectingRetainedEarnings,-59069.0,-104361.0
OtherEquityAdjustments,-59069.0,-104361.0
RetainedEarnings,-68811550.0,-65308474.0
AdditionalPaidInCapital,89290193.0,89290193.0
CapitalStock,40604.0,40604.0
CommonStock,35554.0,35554.0
PreferredStock,5050.0,5050.0
TotalLiabilitiesNetMinorityInterest,541356.0,613455.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0
CurrentLiabilities,541356.0,613455.0
PayablesAndAccruedExpenses,541356.0,613455.0
TotalAssets,21001534.0,24531417.0
TotalNonCurrentAssets,15976080.0,19641155.0
GoodwillAndOtherIntangibleAssets,4716979.0,7087747.0
OtherIntangibleAssets,4716979.0,7087747.0
NetPPE,11259101.0,12553408.0
AccumulatedDepreciation,,-6264700.0
GrossPPE,11259101.0,18818108.0
ConstructionInProgress,1522949.0,
OtherProperties,9736152.0,18684800.0
MachineryFurnitureEquipment,,133308.0
Properties,,0.0
CurrentAssets,5025454.0,4890262.0
PrepaidAssets,3334784.0,
Receivables,10319.0,2384976.0
OtherReceivables,10319.0,2384976.0
AccountsReceivable,,0.0
CashCashEquivalentsAndShortTermInvestments,1680351.0,2505286.0
OtherShortTermInvestments,141520.0,
CashAndCashEquivalents,1538831.0,2505286.0
