,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,150678.0,153586.0,171790.0,177207.0,193273.0
OrdinarySharesNumber,94479277.0,93883296.0,93564869.0,93514718.0,92620703.0
ShareIssued,94629955.0,94036882.0,93736659.0,93691925.0,92813976.0
NetDebt,11636182000.0,11233561000.0,11004984000.0,10728377000.0,10855673000.0
TotalDebt,17455113000.0,17381288000.0,17177804000.0,17013161000.0,16469554000.0
TangibleBookValue,5046902000.0,4567222000.0,4484614000.0,4457330000.0,3954100000.0
InvestedCapital,26220788000.0,25477942000.0,25371270000.0,25400003000.0,24268060000.0
WorkingCapital,405447000.0,1991689000.0,1889788000.0,2238994000.0,1466957000.0
NetTangibleAssets,5046902000.0,4567222000.0,4484614000.0,4457330000.0,3954100000.0
CapitalLeaseObligations,3723219000.0,3790230000.0,3830643000.0,3642206000.0,3707460000.0
CommonStockEquity,12488894000.0,11886884000.0,12024109000.0,12029048000.0,11505966000.0
TotalCapitalization,25214503000.0,25469731000.0,25362851000.0,25390134000.0,24258213000.0
TotalEquityGrossMinorityInterest,12513499000.0,11911559000.0,12049000000.0,12028859000.0,11505832000.0
MinorityInterest,24605000.0,24675000.0,24891000.0,-189000.0,-134000.0
StockholdersEquity,12488894000.0,11886884000.0,12024109000.0,12029048000.0,11505966000.0
GainsLossesNotAffectingRetainedEarnings,-1290117000.0,-1526010000.0,-1288456000.0,-1285188000.0,-1389446000.0
OtherEquityAdjustments,-1290117000.0,-1526010000.0,-1288456000.0,-1285188000.0,-1389446000.0
TreasuryStock,56117000.0,57199000.0,63973000.0,65988000.0,71966000.0
RetainedEarnings,-4760631000.0,-4581151000.0,-4532599000.0,-4415571000.0,-4352732000.0
AdditionalPaidInCapital,18595664000.0,18051150000.0,17909043000.0,17795701000.0,17320017000.0
CapitalStock,95000.0,94000.0,94000.0,94000.0,93000.0
CommonStock,95000.0,94000.0,94000.0,94000.0,93000.0
PreferredStock,,,,,0.0
TotalLiabilitiesNetMinorityInterest,20137225000.0,19773043000.0,19517945000.0,19245339000.0,18804910000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,16974975000.0,17879352000.0,17663717000.0,17491187000.0,16966612000.0
OtherNonCurrentLiabilities,61315000.0,775271000.0,785547000.0,784900000.0,65592000.0
DerivativeProductLiabilities,7608000.0,,,,8820000.0
TradeandOtherPayablesNonCurrent,67520000.0,,,,70252000.0
NonCurrentDeferredLiabilities,551112000.0,,,,543691000.0
NonCurrentDeferredRevenue,157027000.0,,,,160332000.0
NonCurrentDeferredTaxesLiabilities,394085000.0,,,,383359000.0
LongTermDebtAndCapitalLeaseObligation,16179426000.0,17104081000.0,16878170000.0,16706287000.0,16168749000.0
LongTermCapitalLeaseObligation,3453817000.0,3521234000.0,3539428000.0,3345201000.0,3416502000.0
LongTermDebt,12725609000.0,13582847000.0,13338742000.0,13361086000.0,12752247000.0
LongTermProvisions,107994000.0,,,,109508000.0
CurrentLiabilities,3162250000.0,1893691000.0,1854228000.0,1754152000.0,1838298000.0
OtherCurrentLiabilities,142520000.0,194700000.0,215473000.0,226077000.0,82401000.0
CurrentDeferredLiabilities,141068000.0,,,,147986000.0
CurrentDeferredRevenue,141068000.0,,,,147986000.0
CurrentDebtAndCapitalLeaseObligation,1275687000.0,277207000.0,299634000.0,306874000.0,300805000.0
CurrentCapitalLeaseObligation,269402000.0,268996000.0,291215000.0,297005000.0,290958000.0
CurrentDebt,1006285000.0,8211000.0,8419000.0,9869000.0,9847000.0
OtherCurrentBorrowings,1006285000.0,8211000.0,8419000.0,9869000.0,9847000.0
PensionandOtherPostRetirementBenefitPlansCurrent,437403000.0,,,,413135000.0
CurrentProvisions,4565000.0,,,,8657000.0
PayablesAndAccruedExpenses,1161007000.0,1421784000.0,1339121000.0,1221201000.0,885314000.0
CurrentAccruedExpenses,824241000.0,363549000.0,316090000.0,287911000.0,625683000.0
InterestPayable,89718000.0,,,,85052000.0
Payables,336766000.0,1058235000.0,1023031000.0,933290000.0,259631000.0
DividendsPayable,13576000.0,,,,12302000.0
TotalTaxPayable,160834000.0,,,,131376000.0
AccountsPayable,162356000.0,1058235000.0,1023031000.0,933290000.0,115953000.0
TotalAssets,32650724000.0,31684602000.0,31566945000.0,31274198000.0,30310742000.0
TotalNonCurrentAssets,29083027000.0,27799222000.0,27822929000.0,27281052000.0,27005487000.0
OtherNonCurrentAssets,34883000.0,1592972000.0,1487088000.0,1391884000.0,35969000.0
NonCurrentPrepaidAssets,193902000.0,,,,130730000.0
NonCurrentDeferredAssets,595360000.0,,,,506989000.0
NonCurrentDeferredTaxesAssets,62238000.0,,,,44628000.0
NonCurrentAccountsReceivable,85912000.0,,,,55405000.0
FinancialAssets,213024000.0,,,,298899000.0
InvestmentsAndAdvances,468231000.0,,,,348145000.0
LongTermEquityInvestment,468231000.0,,,,348145000.0
GoodwillAndOtherIntangibleAssets,7441992000.0,7319662000.0,7539495000.0,7571718000.0,7551866000.0
OtherIntangibleAssets,1704870000.0,1730538000.0,1807485000.0,1859655000.0,1897649000.0
Goodwill,5737122000.0,5589124000.0,5732010000.0,5712063000.0,5654217000.0
NetPPE,20049723000.0,18886588000.0,18796346000.0,18317450000.0,18077484000.0
AccumulatedDepreciation,-10600926000.0,,,,-9332957000.0
GrossPPE,30650649000.0,18886588000.0,18796346000.0,18317450000.0,27410441000.0
Leases,2045523000.0,,,,1991060000.0
ConstructionInProgress,1917932000.0,,,,1195042000.0
OtherProperties,14372874000.0,18886588000.0,18796346000.0,18317450000.0,13377189000.0
MachineryFurnitureEquipment,1935989000.0,,,,1580485000.0
BuildingsAndImprovements,8971547000.0,,,,8013672000.0
LandAndImprovements,1406784000.0,,,,1252993000.0
Properties,0.0,,,,0.0
CurrentAssets,3567697000.0,3885380000.0,3744016000.0,3993146000.0,3305255000.0
