,2023-03-31
OrdinarySharesNumber,10292758.0
ShareIssued,10292758.0
TotalDebt,2857104.0
TangibleBookValue,-37275799.0
InvestedCapital,-37275799.0
WorkingCapital,3634180.0
NetTangibleAssets,-37275799.0
CapitalLeaseObligations,2857104.0
CommonStockEquity,-37275799.0
TotalCapitalization,-37275799.0
TotalEquityGrossMinorityInterest,-37275799.0
StockholdersEquity,-37275799.0
RetainedEarnings,-38238574.0
AdditionalPaidInCapital,961869.0
CapitalStock,906.0
CommonStock,906.0
TotalLiabilitiesNetMinorityInterest,46830092.0
TotalNonCurrentLiabilitiesNetMinorityInterest,44909860.0
PreferredSecuritiesOutsideStockEquity,42101344.0
DerivativeProductLiabilities,647038.0
LongTermDebtAndCapitalLeaseObligation,2161478.0
LongTermCapitalLeaseObligation,2161478.0
CurrentLiabilities,1920232.0
CurrentDebtAndCapitalLeaseObligation,695626.0
CurrentCapitalLeaseObligation,695626.0
PensionandOtherPostRetirementBenefitPlansCurrent,106497.0
PayablesAndAccruedExpenses,1118109.0
CurrentAccruedExpenses,249247.0
InterestPayable,22003.0
Payables,868862.0
AccountsPayable,868862.0
TotalAssets,9554293.0
TotalNonCurrentAssets,3999881.0
NetPPE,3999881.0
AccumulatedDepreciation,-1242555.0
GrossPPE,5242436.0
OtherProperties,5195684.0
MachineryFurnitureEquipment,46752.0
CurrentAssets,5554412.0
OtherCurrentAssets,166359.0
CashCashEquivalentsAndShortTermInvestments,5388053.0
CashAndCashEquivalents,5388053.0
CashFinancial,5388053.0
