,2022-12-31
OrdinarySharesNumber,4868000.0
ShareIssued,4868000.0
TotalDebt,1666000.0
TangibleBookValue,-1950000.0
InvestedCapital,-1950000.0
WorkingCapital,19234000.0
NetTangibleAssets,20392000.0
CapitalLeaseObligations,1666000.0
CommonStockEquity,-1950000.0
PreferredStockEquity,22342000.0
TotalCapitalization,20392000.0
TotalEquityGrossMinorityInterest,20392000.0
StockholdersEquity,20392000.0
RetainedEarnings,-512616000.0
AdditionalPaidInCapital,510666000.0
CapitalStock,22342000.0
CommonStock,0.0
PreferredStock,22342000.0
TotalLiabilitiesNetMinorityInterest,8284000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,894000.0
PreferredSecuritiesOutsideStockEquity,0.0
DerivativeProductLiabilities,758000.0
LongTermDebtAndCapitalLeaseObligation,136000.0
LongTermCapitalLeaseObligation,136000.0
CurrentLiabilities,7390000.0
OtherCurrentLiabilities,193000.0
CurrentDebtAndCapitalLeaseObligation,1530000.0
CurrentCapitalLeaseObligation,1530000.0
PayablesAndAccruedExpenses,5667000.0
CurrentAccruedExpenses,4935000.0
Payables,732000.0
AccountsPayable,732000.0
TotalAssets,28676000.0
TotalNonCurrentAssets,2052000.0
OtherNonCurrentAssets,270000.0
NetPPE,1782000.0
AccumulatedDepreciation,-3533000.0
GrossPPE,5315000.0
Leases,1234000.0
OtherProperties,3363000.0
MachineryFurnitureEquipment,718000.0
Properties,0.0
CurrentAssets,26624000.0
OtherCurrentAssets,1173000.0
CashCashEquivalentsAndShortTermInvestments,25451000.0
CashAndCashEquivalents,25451000.0
