,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,16992350.0,17227910.0,17212130.0
ShareIssued,16992350.0,17227910.0,17212130.0
NetDebt,155588000.0,127260000.0,92035000.0
TotalDebt,200073000.0,220325000.0,246304000.0
TangibleBookValue,-142081000.0,-118172000.0,-72513000.0
InvestedCapital,48088000.0,79575000.0,128408000.0
WorkingCapital,19122000.0,40829000.0,83065000.0
NetTangibleAssets,-142081000.0,-118172000.0,-72513000.0
CapitalLeaseObligations,21229000.0,34281000.0,58110000.0
CommonStockEquity,-130756000.0,-106469000.0,-59786000.0
TotalCapitalization,33652000.0,57410000.0,103577000.0
TotalEquityGrossMinorityInterest,-130756000.0,-106469000.0,-59786000.0
StockholdersEquity,-130756000.0,-106469000.0,-59786000.0
GainsLossesNotAffectingRetainedEarnings,0.0,0.0,-3000.0
OtherEquityAdjustments,,,-3000.0
RetainedEarnings,-686626000.0,-660850000.0,-612753000.0
AdditionalPaidInCapital,555868000.0,554379000.0,552968000.0
CapitalStock,2000.0,2000.0,2000.0
CommonStock,2000.0,2000.0,2000.0
PreferredStock,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,240845000.0,275965000.0,307804000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,182032000.0,192685000.0,212448000.0
OtherNonCurrentLiabilities,51000.0,65000.0,111000.0
LongTermDebtAndCapitalLeaseObligation,181981000.0,192620000.0,212337000.0
LongTermCapitalLeaseObligation,17573000.0,28741000.0,48974000.0
LongTermDebt,164408000.0,163879000.0,163363000.0
CurrentLiabilities,58813000.0,83280000.0,95356000.0
OtherCurrentLiabilities,16706000.0,18193000.0,15476000.0
CurrentDebtAndCapitalLeaseObligation,18092000.0,27705000.0,33967000.0
CurrentCapitalLeaseObligation,3656000.0,5540000.0,9136000.0
CurrentDebt,14436000.0,22165000.0,24831000.0
LineOfCredit,14436000.0,22165000.0,24831000.0
CurrentProvisions,3695000.0,4235000.0,5384000.0
PayablesAndAccruedExpenses,20320000.0,33147000.0,40529000.0
CurrentAccruedExpenses,10924000.0,18655000.0,24487000.0
InterestPayable,960000.0,2742000.0,960000.0
Payables,9396000.0,14492000.0,16042000.0
TotalTaxPayable,973000.0,212000.0,3957000.0
AccountsPayable,8423000.0,14280000.0,12085000.0
TotalAssets,110089000.0,169496000.0,248018000.0
TotalNonCurrentAssets,32154000.0,45387000.0,69597000.0
OtherNonCurrentAssets,2353000.0,3001000.0,4378000.0
NonCurrentDeferredAssets,121000.0,193000.0,268000.0
InvestmentsAndAdvances,0.0,0.0,707000.0
InvestmentinFinancialAssets,0.0,0.0,707000.0
AvailableForSaleSecurities,,,707000.0
GoodwillAndOtherIntangibleAssets,11325000.0,11703000.0,12727000.0
OtherIntangibleAssets,9255000.0,9633000.0,10657000.0
Goodwill,2070000.0,2070000.0,2070000.0
NetPPE,18355000.0,30490000.0,51517000.0
AccumulatedDepreciation,-2830000.0,-3090000.0,-3360000.0
GrossPPE,21185000.0,33580000.0,54877000.0
Leases,1035000.0,929000.0,4334000.0
OtherProperties,19797000.0,32319000.0,49265000.0
MachineryFurnitureEquipment,353000.0,332000.0,1278000.0
Properties,0.0,0.0,0.0
CurrentAssets,77935000.0,124109000.0,178421000.0
OtherCurrentAssets,6357000.0,6257000.0,7657000.0
AssetsHeldForSaleCurrent,12492000.0,12749000.0,17226000.0
RestrictedCash,7880000.0,7907000.0,10632000.0
PrepaidAssets,,,7657000.0
Inventory,24007000.0,34019000.0,40925000.0
Receivables,3943000.0,4393000.0,4558000.0
AccountsReceivable,3943000.0,4393000.0,4558000.0
AllowanceForDoubtfulAccountsReceivable,-171000.0,-603000.0,-93000.0
GrossAccountsReceivable,4114000.0,4996000.0,4651000.0
CashCashEquivalentsAndShortTermInvestments,23256000.0,58784000.0,97423000.0
OtherShortTermInvestments,0.0,0.0,1264000.0
CashAndCashEquivalents,23256000.0,58784000.0,96159000.0
