,2023-08-31
OrdinarySharesNumber,301185.0
ShareIssued,301185.0
TangibleBookValue,585875.0
InvestedCapital,629000.0
WorkingCapital,281982.0
NetTangibleAssets,585875.0
CommonStockEquity,629000.0
TotalCapitalization,629000.0
TotalEquityGrossMinorityInterest,610261.0
MinorityInterest,-18739.0
StockholdersEquity,629000.0
RetainedEarnings,-1339952.0
AdditionalPaidInCapital,1852718.0
CapitalStock,116234.0
CommonStock,116234.0
TotalLiabilitiesNetMinorityInterest,97211.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0
CurrentLiabilities,97211.0
PensionandOtherPostRetirementBenefitPlansCurrent,75500.0
PayablesAndAccruedExpenses,21711.0
Payables,21711.0
OtherPayable,1484.0
AccountsPayable,20227.0
TotalAssets,707472.0
TotalNonCurrentAssets,328279.0
GoodwillAndOtherIntangibleAssets,43125.0
OtherIntangibleAssets,43125.0
NetPPE,285154.0
AccumulatedDepreciation,-112372.0
GrossPPE,397526.0
MachineryFurnitureEquipment,32889.0
Properties,364637.0
CurrentAssets,379193.0
OtherCurrentAssets,133.0
Inventory,25370.0
Receivables,728.0
AccountsReceivable,728.0
CashCashEquivalentsAndShortTermInvestments,352962.0
CashAndCashEquivalents,352962.0
