,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,2182770000.0,2182771917.0,2182770000.0,2182770000.0,2182771917.0
ShareIssued,2182770000.0,2182771917.0,2182770000.0,2182770000.0,2182771917.0
NetDebt,27217462248.0,25098132535.0,26099036888.0,32984459688.0,40342877774.0
TotalDebt,164417676545.0,164732561488.0,160702247563.0,153924984356.0,162004264284.0
TangibleBookValue,-43335556811.0,-54911610230.0,-56460494766.0,-58725266989.0,-71248782435.0
InvestedCapital,36943041693.0,23913598612.0,20935304777.0,17329308786.0,3799958591.0
WorkingCapital,19879792134.0,12305069148.0,9937380452.0,3176681332.0,-3852840430.0
NetTangibleAssets,-43335556811.0,-54911610230.0,-56460494766.0,-58725266989.0,-71248782435.0
CapitalLeaseObligations,84260750901.0,86040465819.0,83450147387.0,78025787554.0,87121592738.0
CommonStockEquity,-43213883951.0,-54778497057.0,-56316795399.0,-58569888016.0,-71082712955.0
TotalCapitalization,36943041693.0,23913598612.0,20935304777.0,17288308786.0,3307204425.0
TotalEquityGrossMinorityInterest,-43142480719.0,-54705944902.0,-56252679941.0,-58502889192.0,-71024636426.0
MinorityInterest,71403232.0,72552155.0,64115458.0,66998824.0,58076529.0
StockholdersEquity,-43213883951.0,-54778497057.0,-56316795399.0,-58569888016.0,-71082712955.0
OtherEquityInterest,8975379114.0,9012886883.0,9030063050.0,,9074992677.0
GainsLossesNotAffectingRetainedEarnings,,,,9056447245.0,
OtherEquityAdjustments,,,,9014003101.0,
UnrealizedGainLoss,,,,42444144.0,
RetainedEarnings,-75879961389.0,-87482082264.0,-89037556773.0,-91317033585.0,-103848403956.0
AdditionalPaidInCapital,1862979154.0,1862979154.0,1862979154.0,1862979154.0,1862979154.0
CapitalStock,21827719170.0,21827719170.0,21827719170.0,21827719170.0,21827719170.0
CommonStock,21827719170.0,21827719170.0,21827719170.0,21827719170.0,21827719170.0
TotalLiabilitiesNetMinorityInterest,282133136525.0,288996176125.0,279570402952.0,266947415364.0,269202355656.0
TotalNonCurrentLiabilitiesNetMinorityInterest,207936912518.0,210124878190.0,208240594297.0,201712875060.0,205545773071.0
OtherNonCurrentLiabilities,17414882.0,15358670.0,13613987.0,12603707.0,12207708.0
EmployeeBenefits,5648608590.0,5486555276.0,5476127591.0,5445057718.0,5428099940.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,880273136.0,902597384.0,926675165.0,917183055.0,931905658.0
TradeandOtherPayablesNonCurrent,15699742644.0,16124820107.0,17386642843.0,17509559774.0,13796918544.0
LongTermDebtAndCapitalLeaseObligation,157230920778.0,159253176957.0,156676355234.0,151690243771.0,159531706101.0
LongTermCapitalLeaseObligation,77073995134.0,80561081288.0,79424255058.0,75832046969.0,85141788721.0
LongTermDebt,80156925644.0,78692095669.0,77252100176.0,75858196802.0,74389917380.0
LongTermProvisions,29340225624.0,29244967180.0,28687854642.0,27055410090.0,26776840778.0
CurrentLiabilities,74196224007.0,78871297935.0,71329808655.0,65234540304.0,63656582585.0
OtherCurrentLiabilities,824221398.0,896871741.0,801132721.0,404608944.0,408749520.0
CurrentDeferredLiabilities,37575699718.0,39036181685.0,36502880658.0,35429929286.0,35679208931.0
CurrentDeferredRevenue,37575699718.0,39036181685.0,36502880658.0,35429929286.0,35679208931.0
CurrentDebtAndCapitalLeaseObligation,7186755767.0,5479384531.0,4025892329.0,2234740585.0,2472558183.0
CurrentCapitalLeaseObligation,7186755767.0,5479384531.0,4025892329.0,2193740585.0,1979804017.0
CurrentDebt,,,,41000000.0,492754166.0
OtherCurrentBorrowings,,,,41000000.0,492754166.0
PensionandOtherPostRetirementBenefitPlansCurrent,3000000.0,8000000.0,12000000.0,13000000.0,29000000.0
PayablesAndAccruedExpenses,28606547124.0,33450859978.0,29987902947.0,27152261489.0,25067065951.0
CurrentAccruedExpenses,12742000000.0,13666000000.0,10570000000.0,10319000000.0,7784000000.0
InterestPayable,858000000.0,791000000.0,722000000.0,717000000.0,747000000.0
Payables,15864547124.0,19784859978.0,19417902947.0,16833261489.0,17283065951.0
OtherPayable,13518000000.0,16238000000.0,15436000000.0,14341000000.0,12514000000.0
DividendsPayable,54626562.0,54603445.0,54580327.0,54588061.0,54565362.0
TotalTaxPayable,7920562.0,6256533.0,11322620.0,9673428.0,4500589.0
IncomeTaxPayable,7920562.0,6256533.0,11322620.0,9673428.0,4500589.0
AccountsPayable,2284000000.0,3486000000.0,3916000000.0,2428000000.0,4710000000.0
TotalAssets,238990655806.0,234290231223.0,223317723011.0,208444526172.0,198177719230.0
TotalNonCurrentAssets,144914639665.0,143113864140.0,142050533904.0,140033304536.0,138373977075.0
OtherNonCurrentAssets,18188467042.0,20634862284.0,19878839361.0,16134457996.0,15747355090.0
NonCurrentPrepaidAssets,2208000000.0,,,1033000000.0,797000000.0
NonCurrentDeferredAssets,10994809615.0,10258746621.0,9972974570.0,9655581502.0,9599009022.0
NonCurrentDeferredTaxesAssets,10994809615.0,10258746621.0,9972974570.0,9655581502.0,9599009022.0
NonCurrentAccountsReceivable,59000000.0,,,498000000.0,472000000.0
InvestmentsAndAdvances,3715690148.0,3756773353.0,3802543499.0,3784800257.0,3754543483.0
InvestmentinFinancialAssets,3140999962.0,3205356576.0,3262643587.0,3249817314.0,3243541000.0
AvailableForSaleSecurities,3140999962.0,3205356576.0,3262643587.0,3249817314.0,3243541000.0
LongTermEquityInvestment,574690186.0,551416777.0,539899912.0,534982943.0,511002483.0
InvestmentsinAssociatesatCost,574690186.0,551416777.0,539899912.0,534982943.0,511002483.0
InvestmentsinSubsidiariesatCost,0.0,0.0,0.0,0.0,0.0
GoodwillAndOtherIntangibleAssets,121672860.0,133113173.0,143699367.0,155378973.0,166069480.0
OtherIntangibleAssets,121672860.0,,,,166069480.0
NetPPE,109627000000.0,108330368709.0,108252477107.0,108772085808.0,107838000000.0
AccumulatedDepreciation,-193623000000.0,,,,-238915000000.0
GrossPPE,303250000000.0,108330368709.0,108252477107.0,108772085808.0,346753000000.0
Leases,6458000000.0,,,,5783000000.0
ConstructionInProgress,105000000.0,,,,437000000.0
OtherProperties,27094000000.0,108330368709.0,108252477107.0,108772085808.0,28486000000.0
MachineryFurnitureEquipment,245326000000.0,,,,287703000000.0
BuildingsAndImprovements,14697000000.0,,,,14774000000.0
LandAndImprovements,9570000000.0,,,,9570000000.0
Properties,0.0,,,,0.0
CurrentAssets,94076016141.0,91176367083.0,81267189107.0,68411221636.0,59803742155.0
OtherCurrentAssets,49262739.0,725141286.0,662172387.0,394386935.0,795893662.0
AssetsHeldForSaleCurrent,2102577841.0,2817614427.0,3413227266.0,2439081571.0,2746514121.0
PrepaidAssets,3058000000.0,3193000000.0,3016000000.0,4968000000.0,4328000000.0
Inventory,5253829658.0,5138754872.0,4676787134.0,4455516167.0,4448944904.0
InventoriesAdjustmentsAllowances,-4811000000.0,,,,-5102000000.0
OtherInventories,858829658.0,,,,794944904.0
RawMaterials,9206000000.0,,,,8756000000.0
Receivables,16482267292.0,15915032138.0,14993008532.0,13239499849.0,12944595696.0
ReceivablesAdjustmentsAllowances,-181000000.0,-186000000.0,-186000000.0,-186000000.0,-186000000.0
OtherReceivables,4912000000.0,4955000000.0,3473000000.0,3458000000.0,3154000000.0
DuefromRelatedPartiesCurrent,0.0,0.0,0.0,0.0,0.0
TaxesReceivable,349267292.0,260032138.0,175008532.0,89499849.0,317595696.0
AccountsReceivable,11402000000.0,10886000000.0,11531000000.0,9878000000.0,9659000000.0
AllowanceForDoubtfulAccountsReceivable,-1647000000.0,-1774000000.0,-1663000000.0,-1574000000.0,-1555000000.0
GrossAccountsReceivable,13049000000.0,12660000000.0,13194000000.0,11452000000.0,11214000000.0
CashCashEquivalentsAndShortTermInvestments,67130078611.0,63386824360.0,54505993788.0,42914737114.0,34539793772.0
OtherShortTermInvestments,14190615215.0,9792861226.0,3352930500.0,,0.0
CashAndCashEquivalents,52939463396.0,53593963134.0,51153063288.0,42914737114.0,34539793772.0
CashEquivalents,4911000000.0,,,42901000000.0,-22000000.0
CashFinancial,48028000000.0,,,14000000.0,34562000000.0
