,2023-06-30,2022-12-31
OrdinarySharesNumber,3953773.0,1187523.0
ShareIssued,3953773.0,1187523.0
NetDebt,4405409.0,2309399.0
TotalDebt,10860742.0,11883300.0
TangibleBookValue,62808834.0,102813649.0
InvestedCapital,118027543.0,114503370.0
WorkingCapital,1799160.0,59472515.0
NetTangibleAssets,62808834.0,102813649.0
CapitalLeaseObligations,359743.0,193579.0
CommonStockEquity,107526544.0,102813649.0
TotalCapitalization,107526544.0,102813649.0
TotalEquityGrossMinorityInterest,131242022.0,102550142.0
MinorityInterest,23715478.0,-263507.0
StockholdersEquity,107526544.0,102813649.0
OtherEquityInterest,-500000.0,
GainsLossesNotAffectingRetainedEarnings,-6020204.0,-3333541.0
OtherEquityAdjustments,-6020204.0,-3333541.0
RetainedEarnings,-116544385.0,-59081432.0
AdditionalPaidInCapital,229009623.0,164753604.0
CapitalStock,1581510.0,475018.0
CommonStock,1581510.0,475018.0
TotalLiabilitiesNetMinorityInterest,70779396.0,28037968.0
TotalNonCurrentLiabilitiesNetMinorityInterest,45233957.0,101992.0
DerivativeProductLiabilities,45063404.0,
LongTermDebtAndCapitalLeaseObligation,170553.0,101992.0
LongTermCapitalLeaseObligation,170553.0,101992.0
CurrentLiabilities,25545439.0,27935976.0
CurrentDeferredLiabilities,1678797.0,1376998.0
CurrentDeferredRevenue,1678797.0,1376998.0
CurrentDebtAndCapitalLeaseObligation,10690189.0,11781308.0
CurrentCapitalLeaseObligation,189190.0,91587.0
CurrentDebt,10500999.0,11689721.0
OtherCurrentBorrowings,6639622.0,9079966.0
LineOfCredit,3861377.0,2609755.0
PayablesAndAccruedExpenses,13176453.0,14777670.0
CurrentAccruedExpenses,1257527.0,1733181.0
Payables,11918926.0,13044489.0
DuetoRelatedPartiesCurrent,16768.0,118114.0
TotalTaxPayable,126663.0,110843.0
IncomeTaxPayable,2780.0,0.0
AccountsPayable,11775495.0,12815532.0
TotalAssets,202021418.0,130588110.0
TotalNonCurrentAssets,174676819.0,42837619.0
OtherNonCurrentAssets,16248181.0,226544.0
NonCurrentPrepaidAssets,,226544.0
NonCurrentDeferredAssets,1006957.0,980653.0
NonCurrentDeferredTaxesAssets,1006957.0,980653.0
NonCurrentNoteReceivables,,0.0
InvestmentsAndAdvances,11226734.0,30764195.0
GoodwillAndOtherIntangibleAssets,44717710.0,
Goodwill,44717710.0,
NetPPE,101477237.0,10866227.0
AccumulatedDepreciation,-11771664.0,-7207577.0
GrossPPE,113248901.0,18073804.0
ConstructionInProgress,,0.0
OtherProperties,366649.0,11097618.0
MachineryFurnitureEquipment,108397319.0,2260997.0
BuildingsAndImprovements,4484933.0,4715189.0
Properties,0.0,0.0
CurrentAssets,27344599.0,87408491.0
OtherCurrentAssets,1707141.0,1447752.0
RestrictedCash,,0.0
PrepaidAssets,,1447752.0
Receivables,19541868.0,76580417.0
DuefromRelatedPartiesCurrent,2298833.0,2140593.0
NotesReceivable,0.0,13049.0
LoansReceivable,2174034.0,59612192.0
AccountsReceivable,15069001.0,14814583.0
AllowanceForDoubtfulAccountsReceivable,-7203751.0,-7080677.0
GrossAccountsReceivable,22272752.0,21895260.0
CashCashEquivalentsAndShortTermInvestments,6095590.0,9380322.0
CashAndCashEquivalents,6095590.0,9380322.0
CashFinancial,6095590.0,9380322.0
